期刊缩写,Journal,Total Cites,Journal Impact Factor,Eigenfactor Score,JCR分区,2019年文章数,出版国家,出版周期
Prog Comput Fluid Dy,PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,485,0.507,0.00026,Q4,32,瑞士,双月刊
Food Hyg Safe Sci,Food Hygiene and Safety Science,178,0.506,0.00021,Q4,26,,双月刊
Rev Ind Organ,REVIEW OF INDUSTRIAL ORGANIZATION,1110,0.505,0.00127,Q4,58,,
Trop J Pharm Res,TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH,2280,0.504,0.00204,Q4,362,尼日利亚,半年刊
Ann Biol Clin-Paris,ANNALES DE BIOLOGIE CLINIQUE,528,0.503,0.0004,Q4,80,法国,双月刊
Math Res Lett,MATHEMATICAL RESEARCH LETTERS,1791,0.503,0.00583,Q4,60,美国,季刊
Indian J Pharm Educ,Indian Journal of Pharmaceutical Education and Research,456,0.501,0.00042,Q4,167,印度,季刊
AATCC Rev,AATCC REVIEW,157,0.5,0.00003,Q4,1,美国,月刊
Ann Psychol,ANNEE PSYCHOLOGIQUE,379,0.5,0.00032,Q4,16,,
Astron Geophys,ASTRONOMY & GEOPHYSICS,224,0.5,0.00019,Q4,28,英国,双月刊
Ann Pol Math,Annales Polonici Mathematici,646,0.5,0.00077,Q4,45,波兰,双月刊
Cienc Florest,CIENCIA FLORESTAL,1015,0.5,0.00099,Q4,145,巴西,年刊
Electron Res Announc,Electronic Research Announcements in Mathematical Sciences,117,0.5,0.00032,Q4,5,美国,不定期
Engl Lang Linguist,English Language & Linguistics,276,0.5,0.00031,Q3,25,,
Georgian Math J,Georgian Mathematical Journal,460,0.5,0.00063,Q4,65,德国,季刊
Ger J Agr Econ,German Journal of Agricultural Economics,150,0.5,0.00015,Q4,31,德国,
Hong Kong Law J,Hong Kong Law Journal,186,0.5,0.00016,Q4,45,,
Jpn J Appl Entomol Z,JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,396,0.5,0.00015,Q4,20,日本,季刊
Ling Antverp New Ser,Linguistica Antverpiensia New Series-Themes in Translation Studies,179,0.5,0.00009,Q3,12,,
Network-Comp Neural,NETWORK-COMPUTATION IN NEURAL SYSTEMS,761,0.5,0.00007,Q4,0,英国,季刊
Paleontol J+,PALEONTOLOGICAL JOURNAL,1627,0.5,0.00128,Q4,89,俄国,双月刊
Pol J Ecol,POLISH JOURNAL OF ECOLOGY,667,0.5,0.00055,Q4,22,波兰,季刊
P Yorks Geol Soc,PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY,395,0.5,0.00015,Q4,7,英国,半年刊
Pac Econ Rev,Pacific Economic Review,436,0.5,0.00057,Q4,33,,
Seed Sci Technol,SEED SCIENCE AND TECHNOLOGY,1388,0.5,0.00048,Q4,33,荷兰,三年刊
Sociologus,Sociologus,53,0.5,0.0001,Q4,5,,
Soil Mech Found Eng+,Soil Mechanics and Foundation Engineering,344,0.5,0.00022,Q4,68,俄国,双月刊
Ter Psicol,Terapia Psicologica,278,0.5,0.00023,Q4,24,,
Int J Morphol,INTERNATIONAL JOURNAL OF MORPHOLOGY,1312,0.499,0.00106,Q4,243,智利,季刊
Ann Dermatol Vener,ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE,1221,0.498,0.00069,Q4,95,法国,月刊
Dokl Chem,DOKLADY CHEMISTRY,488,0.497,0.00048,Q4,67,美国,月刊
Orvosi Hetilap,ORVOSI HETILAP,1085,0.497,0.00071,Q4,247,匈牙利,
Theor Comput Syst,THEORY OF COMPUTING SYSTEMS,668,0.497,0.00193,Q4,68,德国,双月刊
Comput Inform,COMPUTING AND INFORMATICS,350,0.496,0.00031,Q4,47,斯洛伐克,双月刊
J Trop for Sci,JOURNAL OF TROPICAL FOREST SCIENCE,794,0.496,0.00051,Q4,46,马来西亚,季刊
J Contemp Phys-Arme+,Journal of Contemporary Physics-Armenian Academy of Sciences,154,0.495,0.00015,Q4,53,亚美尼亚,双月刊
J Zoo Wildlife Med,JOURNAL OF ZOO AND WILDLIFE MEDICINE,1974,0.494,0.00181,Q4,103,美国,季刊
Manag Decis Econ,MANAGERIAL AND DECISION ECONOMICS,1269,0.494,0.00071,Q4,84,,
Refract Ind Ceram+,REFRACTORIES AND INDUSTRIAL CERAMICS,511,0.494,0.00018,Q4,125,俄国,双月刊
Stud U Babes-Bol Che,Studia Universitatis Babes-Bolyai Chemia,234,0.494,0.00021,Q4,102,罗马尼亚,半年刊
Egit Bilim,Egitim ve Bilim-Education and Science,714,0.493,0.00048,Q4,80,,
Homol Homotopy Appl,Homology Homotopy and Applications,364,0.493,0.00181,Q4,38,美国,三年刊
Hist Psychiatr,HISTORY OF PSYCHIATRY,368,0.492,0.00052,Q3/Q4,33,,
J Beliefs Values,Journal of Beliefs & Values-Studies in Religion & Education,274,0.492,0.00031,Q4,33,,
Vet Arhiv,VETERINARSKI ARHIV,612,0.492,0.00045,Q4,66,克罗地亚,双月刊
Drus Istraz,DRUSTVENA ISTRAZIVANJA,230,0.491,0.00009,Q4,32,,
Hokkaido Math J,Hokkaido Mathematical Journal,356,0.491,0.00034,Q4,30,日本,季刊
Shilap-Rev Lepidopt,SHILAP-REVISTA DE LEPIDOPTEROLOGIA,325,0.491,0.00033,Q4,74,西班牙,季刊
J Palestine Stud,JOURNAL OF PALESTINE STUDIES,409,0.49,0.00031,Q3,18,,
J Aust Lib Inf Assoc,Journal of the Australian Library and Information Association,27,0.49,0.00003,Q4,25,,
Representations,REPRESENTATIONS,1112,0.49,0.00017,Q3,17,,
Indian J Chem A,INDIAN JOURNAL OF CHEMISTRY SECTION A-INORGANIC BIO-INORGANIC PHYSICAL THEORETICAL & ANALYTICAL CHEMISTRY,1289,0.489,0.00034,Q4,44,印度,月刊
Kafkas Univ Vet Fak,Kafkas Universitesi Veteriner Fakultesi Dergisi,833,0.489,0.00072,Q4,124,土耳其,半年刊
Res Theor Nurs Pract,Research and Theory for Nursing Practice,344,0.489,0.00021,Q4,24,美国,
Salud Colect,Salud Colectiva,249,0.489,0.00037,Q4,32,,
Diagnostica,DIAGNOSTICA,996,0.488,0.00037,Q4,22,,
J Am Hist,JOURNAL OF AMERICAN HISTORY,1336,0.488,0.00083,Q2,24,,
Mod Asian Stud,MODERN ASIAN STUDIES,1105,0.488,0.00134,Q3,52,,
Queen Mary J Intelle,Queen Mary Journal of Intellectual Property,52,0.488,0.00016,Q4,17,,
Rev Signos,Revista Signos,183,0.488,0.00057,Q3,45,,
Rom J Leg Med,Romanian Journal of Legal Medicine,293,0.488,0.00027,Q4,59,罗马尼亚,季刊
S Afr J Ind Eng,South African Journal of Industrial Engineering,319,0.488,0.00038,Q4,67,南非,
At-Autom,AT-Automatisierungstechnik,329,0.487,0.00032,Q4,77,德国,月刊
Funct Anal Appl+,FUNCTIONAL ANALYSIS AND ITS APPLICATIONS,1979,0.487,0.00101,Q4,40,俄国,季刊
J Legal Stud,JOURNAL OF LEGAL STUDIES,1688,0.486,0.00173,Q4,14,,
Arch Math Logic,ARCHIVE FOR MATHEMATICAL LOGIC,423,0.485,0.00165,Q4,57,德国,
Asian-Pac Econ Lit,Asian-Pacific Economic Literature,138,0.485,0.00009,Q4,17,,
J Visual Impair Blin,JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS,928,0.485,0.00032,Q4,45,,
Libr Resour Tech Ser,LIBRARY RESOURCES & TECHNICAL SERVICES,170,0.485,0.00019,Q4,17,,
Przem Chem,PRZEMYSL CHEMICZNY,1233,0.485,0.00088,Q4,289,波兰,月刊
Rare Metal Mat Eng,RARE METAL MATERIALS AND ENGINEERING,3436,0.485,0.00266,Q4,600,中国,月刊
Rom J Inf Sci Tech,Romanian Journal of Information Science and Technology,159,0.485,0.00018,Q4,21,罗马尼亚,季刊
Theor Probab Appl+,THEORY OF PROBABILITY AND ITS APPLICATIONS,1591,0.485,0.00085,Q4,52,俄国,季刊
Target-Neth,Target-International Journal of Translation Studies,383,0.485,0.00036,Q3,19,,
Comp Parasitol,COMPARATIVE PARASITOLOGY,410,0.484,0.00044,Q4,27,美国,半年刊
Inform Cult,Information & Culture,80,0.484,0.00013,Q3/Q4,18,,
Theor Exp Chem+,Theoretical and Experimental Chemistry,457,0.484,0.00023,Q4,36,乌克兰,双月刊
Enterp Soc,ENTERPRISE & SOCIETY,310,0.483,0.0005,Q3/Q4,35,,
J Commun Technol El+,JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,1059,0.483,0.0007,Q4,208,俄国,月刊
J Commut Algebr,Journal of Commutative Algebra,198,0.483,0.00069,Q4,27,美国,
J Mod Ital Stud,JOURNAL OF MODERN ITALIAN STUDIES,239,0.482,0.00023,Q2,28,,
Comput Music J,COMPUTER MUSIC JOURNAL,413,0.481,0.00014,Q4,4,美国,季刊
Inland Water Biol,Inland Water Biology,307,0.481,0.00033,Q4,90,俄国,季刊
Intell Natl Secur,Intelligence and National Security,544,0.481,0.00049,Q2/Q4,64,,
J Anim Plant Sci,Journal of Animal and Plant Sciences,1795,0.481,0.00192,Q4,212,巴基斯坦,季刊
Rev Econ Apl-Spain,Revista de Economia Aplicada,98,0.481,0.00016,Q4,0,,
Cosmic Res+,COSMIC RESEARCH,515,0.48,0.00047,Q4,51,俄国,双月刊
Hong Kong J Occup Th,Hong Kong Journal of Occupational Therapy,125,0.48,0.00013,Q4,12,新加坡,年刊
Int J Psychoanal,INTERNATIONAL JOURNAL OF PSYCHOANALYSIS,2532,0.48,0.00112,Q2,62,,
J Magn,Journal of Magnetics,409,0.48,0.00056,Q4,108,韩国,季刊
J Risk,Journal of Risk,573,0.48,0.00028,Q4,16,,
Z Sportpsychol,Zeitschrift fur Sportpsychologie,83,0.48,0.00007,Q4,10,,
Austrian J for Sci,Austrian Journal of Forest Science,83,0.479,0.00005,Q4,15,奥地利,
J Brit Stud,JOURNAL OF BRITISH STUDIES,594,0.479,0.00059,Q2,26,,
Cesk Psychol,CESKOSLOVENSKA PSYCHOLOGIE,198,0.478,0.00011,Q4,55,,
Civil Eng,CIVIL ENGINEERING,406,0.478,0.00015,Q4,44,美国,月刊
Psychotherapeut,PSYCHOTHERAPEUT,327,0.478,0.00035,Q4,57,,
B Lebedev Phys Inst+,Bulletin of the Lebedev Physics Institute,247,0.477,0.00045,Q4,98,俄国,月刊
Houston J Math,HOUSTON JOURNAL OF MATHEMATICS,783,0.477,0.00172,Q4,51,美国,季刊
Malays J Pathol,Malaysian Journal of Pathology,347,0.477,0.00035,Q4,50,马来西亚,
P Jpn Acad A-Math,PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES,569,0.477,0.0008,Q4,23,日本,月刊
Prog Urol,PROGRES EN UROLOGIE,884,0.477,0.00092,Q4,88,法国,双月刊
Comp Geom-Theor Appl,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,846,0.476,0.00149,Q4,43,荷兰,月刊
Pres Stud Q,Presidential Studies Quarterly,625,0.476,0.00075,Q4,48,,
Cytol Genet+,Cytology and Genetics,322,0.475,0.00028,Q4,62,美国,双月刊
Early Sci Med,Early Science and Medicine,188,0.475,0.00018,Q3,20,荷兰,
Indian J Chem Techn,INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,873,0.475,0.0003,Q4,70,印度,双月刊
Int J Art Des Educ,INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,277,0.475,0.00009,Q4,69,,
Asian Surv,ASIAN SURVEY,1202,0.474,0.00084,Q4,58,,
Isokinet Exerc Sci,ISOKINETICS AND EXERCISE SCIENCE,467,0.474,0.00039,Q4,41,美国,季刊
Polity,POLITY,633,0.474,0.00043,Q4,33,,
Radiologe,RADIOLOGE,468,0.474,0.00046,Q4,105,德国,月刊
Turk Psikiyatr Derg,Turk Psikiyatri Dergisi,855,0.473,0.00032,Q4,38,,
RAE-Rev Admin Empres,RAE-Revista de Administracao de Empresas,611,0.472,0.00018,Q4,31,,
Abh Math Sem Hamburg,ABHANDLUNGEN AUS DEM MATHEMATISCHEN SEMINAR DER UNIVERSITAT HAMBURG,563,0.471,0.00064,Q4,13,德国,年刊
Acta Biol Colomb,ACTA BIOLOGICA COLOMBIANA,288,0.471,0.00035,Q4,51,,
Cah Biol Mar,CAHIERS DE BIOLOGIE MARINE,976,0.471,0.00054,Q4,58,法国,季刊
Z Sexualforsch,Zeitschrift fur Sexualforschung,114,0.471,0.00004,Q4,12,,
Internist,INTERNIST,397,0.47,0.00042,Q4,118,德国,月刊
J Avian Med Surg,JOURNAL OF AVIAN MEDICINE AND SURGERY,549,0.47,0.0004,Q4,48,美国,季刊
Ethiop J Health Dev,Ethiopian Journal of Health Development,622,0.469,0.00025,Q4,39,埃塞俄比亚,三年刊
Geod Vestn,Geodetski Vestnik,178,0.469,0.00012,Q4,24,,
J Agrometeorol,Journal of Agrometeorology,349,0.469,0.00032,Q4,49,印度,半年刊
Osaka J Math,OSAKA JOURNAL OF MATHEMATICS,997,0.469,0.00163,Q4,45,日本,季刊
Nat Prod Commun,Natural Product Communications,3579,0.468,0.00329,Q4,351,美国,月刊
Stud Sci Math Hung,STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,463,0.468,0.00039,Q4,37,匈牙利,季刊
Aust J Adult Learn,Australian Journal of Adult Learning,206,0.467,0.00013,Q4,19,,
Int Arab J Inf Techn,International Arab Journal of Information Technology,645,0.467,0.00045,Q4,135,约旦,季刊
J Ceram Process Res,JOURNAL OF CERAMIC PROCESSING RESEARCH,1026,0.467,0.00057,Q4,113,韩国,季刊
J Math Music,Journal of Mathematics and Music,91,0.467,0.00009,Q4,20,英国,三年刊
P Steklov I Math+,Proceedings of the Steklov Institute of Mathematics,1051,0.467,0.00335,Q4,101,俄罗斯联邦,季刊
Soc Influence,Social Influence,496,0.467,0.00058,Q4,5,,
J Group Theory,JOURNAL OF GROUP THEORY,470,0.466,0.0019,Q4,62,德国,双月刊
Russ J Genet+,RUSSIAN JOURNAL OF GENETICS,1514,0.466,0.00102,Q4,164,俄国,月刊
Hist Soc Res,Historical Social Research-Historische Sozialforschung,741,0.465,0.00076,Q2/Q3/Q4,59,,
J Mod Dynam,Journal of Modern Dynamics,254,0.465,0.00147,Q4,25,美国,季刊
Nematropica,NEMATROPICA,396,0.465,0.00022,Q4,26,美国,半年刊
Acta Geotech Slov,Acta Geotechnica Slovenica,81,0.464,0.00005,Q4,14,斯洛文尼亚,半年刊
Cust Agronegocio,Custos e Agronegocio On Line,238,0.464,0.00009,Q4,105,,三年刊
Rocky Mt J Math,ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,1447,0.464,0.00216,Q4,141,美国,双月刊
Hist Stud Nat Sci,Historical Studies in the Natural Sciences,113,0.463,0.00045,Q3/Q4,9,美国,季刊
Prog Biochem Biophys,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,371,0.463,0.0006,Q4,110,中国,月刊
Forum-J Appl Res Con,Forum-A Journal of Applied Research in Contemporary Politics,183,0.462,0.00061,Q4,22,,
Int J-Toronto,INTERNATIONAL JOURNAL,413,0.462,0.00024,Q4,34,,
Iceland Agr Sci,Icelandic Agricultural Sciences,112,0.462,0.00009,Q4,5,冰岛,年刊
Int J Music Educ,International Journal of Music Education,412,0.462,0.00027,Q4,42,,
Mod Italy,Modern Italy,166,0.462,0.00035,Q3/Q4,25,,
Rev Mal Respir,REVUE DES MALADIES RESPIRATOIRES,834,0.462,0.00059,Q4,118,法国,双月刊
Scand J Lab Anim Sci,SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,91,0.462,0.00004,Q4,4,丹麦,季刊
TROP ECOL,TROPICAL ECOLOGY,755,0.462,0.0005,Q4,44,印度,
Chem Eng News,CHEMICAL & ENGINEERING NEWS,1251,0.461,0.00175,Q4,213,美国,周刊
Geomagn Aeronomy+,GEOMAGNETISM AND AERONOMY,1017,0.461,0.00106,Q4,68,,双月刊
Bot Serb,Botanica Serbica,138,0.46,0.00017,Q4,20,,
Int J Ind Eng-Theory,INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE,491,0.46,0.00029,Q4,56,美国,
Medicina-Buenos Aire,MEDICINA-BUENOS AIRES,637,0.46,0.00044,Q4,108,阿根廷,双月刊
Notarzt,Notarzt,97,0.46,0.00006,Q4,22,德国,双月刊
Planta Daninha,Planta Daninha,1269,0.46,0.00058,Q4,149,,季刊
Eur Hist Q,EUROPEAN HISTORY QUARTERLY,199,0.459,0.00028,Q3/Q4,19,,
Hum Ecol Rev,Human Ecology Review,571,0.459,0.00018,Q4,15,,
Acta Aliment Hung,ACTA ALIMENTARIA,522,0.458,0.00034,Q4,60,匈牙利,季刊
Mechanika,Mechanika,424,0.458,0.00041,Q4,64,立陶宛,双月刊
Haseltonia,HASELTONIA,111,0.457,0.00028,Q4,6,美国,年刊
Acta Pol Pharm,ACTA POLONIAE PHARMACEUTICA,2019,0.456,0.00116,Q4,114,波兰,季刊
Nihon Reoroji Gakk,NIHON REOROJI GAKKAISHI,198,0.456,0.0002,Q4,23,日本,季刊
Zool Middle East,ZOOLOGY IN THE MIDDLE EAST,490,0.456,0.0006,Q4,41,德国,年刊
Anthropozoologica,ANTHROPOZOOLOGICA,269,0.455,0.00014,Q4,4,,
East Eur Countryside,Eastern European Countryside,69,0.455,0.00003,Q4,11,,
Probus,PROBUS,231,0.455,0.00016,Q3,11,,
P Linn Soc N S W,PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,645,0.455,0.00004,Q4,4,,季刊
Rev Soc Entomol Arge,REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,355,0.455,0.00019,Q4,27,,
Econ Polit-Italy,Economia Politica,139,0.453,0.00026,Q4,35,,
J Urban Hist,JOURNAL OF URBAN HISTORY,542,0.453,0.00064,Q3/Q4,92,,
J Psychol Afr,Journal of Psychology in Africa,509,0.453,0.0006,Q4,79,,
Noise Control Eng J,NOISE CONTROL ENGINEERING JOURNAL,516,0.453,0.00045,Q4,43,美国,双月刊
Novon,NOVON,589,0.453,0.00034,Q4,32,美国,季刊
Soc Sci Hist,SOCIAL SCIENCE HISTORY,488,0.453,0.00048,Q3,35,,
Theol Sci,Theology and Science,105,0.453,0.00004,Q3,42,,
Anthropol Sci,ANTHROPOLOGICAL SCIENCE,345,0.452,0.00026,Q4,16,日本,三年刊
Clin Salud,Clinica y Salud,244,0.452,0.00011,Q4,19,,
Hist Educ,History of Education,457,0.452,0.0008,Q3/Q4,44,,
Spectrosc Spect Anal,SPECTROSCOPY AND SPECTRAL ANALYSIS,2624,0.452,0.00219,Q4,629,,月刊
U Pa J Int Law,University of Pennsylvania Journal of International Law,121,0.452,0.00032,Q4,18,,
J Policy Hist,Journal of Policy History,196,0.451,0.00043,Q3/Q4,20,,
Sumar List,Sumarski List,280,0.451,0.00013,Q4,47,克罗地亚,月刊
Aust J Anthropol,Australian Journal of Anthropology,250,0.449,0.00041,Q4,14,,
IEICE T Inf Syst,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,1718,0.449,0.00227,Q4,325,日本,
Indian J Fibre Text,INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH,994,0.449,0.00037,Q4,70,印度,
Funkc Ekvacioj-Ser I,Funkcialaj Ekvacioj-Serio Internacia,552,0.448,0.00039,Q4,16,日本,三年刊
Interciencia,INTERCIENCIA,1027,0.448,0.00054,Q4,89,委内瑞拉,双月刊
Semigroup Forum,SEMIGROUP FORUM,1062,0.448,0.00222,Q4,81,德国,双月刊
West N Am Naturalist,WESTERN NORTH AMERICAN NATURALIST,636,0.447,0.00049,Q4,75,美国,季刊
Rev Biol Trop,REVISTA DE BIOLOGIA TROPICAL,2458,0.446,0.00181,Q4,105,哥斯达黎加,三年刊
Her Russ Acad Sci+,HERALD OF THE RUSSIAN ACADEMY OF SCIENCES,329,0.445,0.00023,Q3/Q4,70,美国,双月刊
Optoelectron Adv Mat,Optoelectronics and Advanced Materials-Rapid Communications,1026,0.445,0.00073,Q4,102,罗马尼亚,月刊
Aquat Insect,AQUATIC INSECTS,387,0.444,0.00017,Q4,24,英国,季刊
Anal Geom Metr Space,Analysis and Geometry in Metric Spaces,81,0.444,0.00098,Q4,12,,
Hum Hered,HUMAN HEREDITY,828,0.444,0.00109,Q4,9,瑞士,双月刊
J Mar Sci Tech-Taiw,Journal of Marine Science and Technology-Taiwan,647,0.444,0.00056,Q4,53,中国台湾,季刊
Iheringia Ser Bot,IHERINGIA SERIE BOTANICA,155,0.443,0.0002,Q4,15,巴西,不定期
Instrum Exp Tech+,INSTRUMENTS AND EXPERIMENTAL TECHNIQUES,980,0.443,0.0008,Q4,157,俄国,双月刊
Polit Vierteljahr,POLITISCHE VIERTELJAHRESSCHRIFT,263,0.443,0.00034,Q4,21,,
Discrete Math Theor,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,442,0.442,0.00151,Q4,59,FRANCE,季刊
Polit Relig Ideol,Politics Religion & Ideology,168,0.442,0.00019,Q3/Q4,19,,
Cepal Rev,Cepal Review,448,0.441,0.00022,Q4,30,,
Econ J Watch,Econ Journal Watch,184,0.441,0.00017,Q4,7,,
Math Rep,Mathematical Reports,148,0.441,0.0002,Q4,31,俄罗斯联邦,季刊
Relat Ind-Ind Relat,RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS,329,0.441,0.00015,Q4,30,,
Rev Chapingo Ser Cie,Revista Chapingo Serie Ciencias Forestales y del Ambiente,238,0.441,0.00016,Q4,30,墨西哥,半年刊
Contrib Indian Soc,CONTRIBUTIONS TO INDIAN SOCIOLOGY,196,0.44,0.00011,Q4,15,,
JARQ-Jpn Agr Res Q,JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,770,0.44,0.00042,Q4,37,日本,季刊
J Logic Lang Inform,Journal of Logic Language and Information,274,0.44,0.0004,Q4,22,荷兰,
Pesqui Vet Brasil,PESQUISA VETERINARIA BRASILEIRA,1772,0.44,0.00167,Q4,139,巴西,月刊
Polar-Polit Leg Anth,Polar-Political and Legal Anthropology Review,374,0.44,0.00053,Q4,10,,
Soc Philos Policy,SOCIAL PHILOSOPHY & POLICY,514,0.44,0.00037,Q4,26,,
Trace Elem Electroly,TRACE ELEMENTS AND ELECTROLYTES,275,0.44,0.00009,Q4,35,德国,季刊
J Archit Plan Res,JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH,492,0.439,0.00009,Q4,0,,
Odonatologica,ODONATOLOGICA,455,0.439,0.00017,Q4,16,荷兰,季刊
Prog React Kinet Mec,PROGRESS IN REACTION KINETICS AND MECHANISM,227,0.439,0.00014,Q4,28,英国,季刊
Rev Biol Mar Oceanog,REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,647,0.439,0.00056,Q4,37,智利,半年刊
Russ J Numer Anal M,RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,216,0.439,0.00027,Q4,31,俄国,双月刊
S Afr J Bus Manag,South African Journal of Business Management,255,0.439,0.00011,Q4,26,,
J Oper Risk,Journal of Operational Risk,162,0.438,0.00008,Q4,12,,
Tetsu to Hagane,TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,2201,0.438,0.00076,Q4,138,日本,月刊
Cult Stud Sci Educat,Cultural Studies of Science Education,530,0.437,0.00055,Q3/Q4,68,,
Entomol News,ENTOMOLOGICAL NEWS,743,0.437,0.00039,Q4,53,美国,双月刊
J Soc Hist,JOURNAL OF SOCIAL HISTORY,825,0.437,0.00073,Q3,47,,
Educ Change,Education as Change,214,0.436,0.00026,Q4,11,,
J Psychol Theol,JOURNAL OF PSYCHOLOGY AND THEOLOGY,487,0.435,0.00028,Q4,21,,
P R Health Sci J,Puerto Rico Health Sciences Journal,347,0.435,0.00025,Q4,50,,
Vie Milieu,VIE ET MILIEU-LIFE AND ENVIRONMENT,495,0.434,0.0002,Q4,21,法国,季刊
Austrian Hist Yearb,Austrian History Yearbook,101,0.433,0.00005,Q3,9,,
Lang Probl Lang Plan,Language Problems & Language Planning,146,0.433,0.00006,Q4,13,,
Rev Cent E Eur Law,Review of Central and East European Law,78,0.433,0.00009,Q4,18,,
Agr Hist,AGRICULTURAL HISTORY,413,0.432,0.0002,Q3/Q4,22,美国,季刊
Cryptologia,CRYPTOLOGIA,226,0.432,0.00006,Q3/Q4,24,美国,季刊
Zh Vyssh Nerv Deyat+,ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,305,0.432,0.00011,Q4,60,俄国,双月刊
Eur Bus Organ Law Re,European Business Organization Law Review,155,0.431,0.00018,Q4,20,,
J Value Inquiry,JOURNAL OF VALUE INQUIRY,298,0.431,0.00012,Q4,27,,
Parallax,Parallax,349,0.431,0.00042,Q3,17,,
Rev Constr,Revista de la Construccion,143,0.43,0.00012,Q4,49,智利,
Bijdr Taal-Land-V,BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE,323,0.429,0.0002,Q4,20,,
Brit J Hosp Med,BRITISH JOURNAL OF HOSPITAL MEDICINE,634,0.429,0.00082,Q4,149,英国,月刊
Onomazein,Onomazein,192,0.429,0.00034,Q4,39,,
Pragmat Soc,Pragmatics and Society,132,0.429,0.00027,Q4,20,,
Iran Red Crescent Me,Iranian Red Crescent Medical Journal,2057,0.427,0.00324,Q4,102,伊朗,
J Soc Leath Tech Ch,JOURNAL OF THE SOCIETY OF LEATHER TECHNOLOGISTS AND CHEMISTS,401,0.427,0.00013,Q4,42,英国,双月刊
Am Math Mon,AMERICAN MATHEMATICAL MONTHLY,4060,0.426,0.00184,Q4,100,,月刊
Ankara Univ Vet Fak,Ankara Universitesi Veteriner Fakultesi Dergisi,285,0.426,0.00026,Q4,60,土耳其,季刊
JCPSP-J Coll Physici,JCPSP-Journal of the College of Physicians and Surgeons Pakistan,1892,0.426,0.00192,Q4,276,卡拉奇,月刊
J Knot Theor Ramif,JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS,809,0.426,0.00296,Q4,91,新加坡,月刊
Plan Perspect,Planning Perspectives,442,0.426,0.00026,Q4,49,,
Scienceasia,SCIENCEASIA,696,0.425,0.00042,Q4,74,泰国,季刊
Serials Rev,SERIALS REVIEW,209,0.425,0.00021,Q4,37,,
Bariatr Surg Pract P,Bariatric Surgical Practice and Patient Care,93,0.424,0.00023,Q4,22,美国,
Contemp Pacific,CONTEMPORARY PACIFIC,307,0.424,0.00019,Q4,20,,
High Temp-High Press,HIGH TEMPERATURES-HIGH PRESSURES,584,0.424,0.00024,Q4,30,美国,
Cadmo,Cadmo,31,0.423,0.00001,Q4,18,,
J Baltic Stud,JOURNAL OF BALTIC STUDIES,254,0.423,0.00018,Q4,23,,
Thermophys Aeromech+,Thermophysics and Aeromechanics,519,0.423,0.00054,Q4,70,俄国,季刊
Acta Sci-Technol,ACTA SCIENTIARUM-TECHNOLOGY,372,0.422,0.0004,Q4,60,巴西,季刊
Agrarforsch Schweiz+,Agrarforschung Schweiz,133,0.422,0.00012,Q4,55,瑞士,
Acta Arith,ACTA ARITHMETICA,1797,0.421,0.00356,Q4,92,波兰,双月刊
Algebr Colloq,ALGEBRA COLLOQUIUM,451,0.421,0.00104,Q4,49,中国,季刊
Afr Journal Stud,African Journalism Studies,67,0.42,0.00027,Q4,7,,
Hist Mater,Historical Materialism-Research in Critical Marxist Theory,423,0.42,0.00055,Q4,36,,
J Environ Sci Manag,Journal of Environmental Science and Management,130,0.42,0.00012,Q4,18,菲律宾,
Met Sci Heat Treat+,METAL SCIENCE AND HEAT TREATMENT,1210,0.42,0.00068,Q4,106,俄国,双月刊
