Journal,年份,ISSN/EISSN,Review,OA Journal Index（OAJ）,Open Access,Web of Science,标注,大类,大类分区,Top,小类1,小类1分区,小类2,小类2分区,小类3,小类3分区,小类4,小类4分区,小类5,小类5分区,小类6,小类6分区
Taiwanese Journal of Obstetrics & Gynecology,2025,1028-4559,否,否,是,SCIE,,医学,4 [2397/5603],否, OBSTETRICS & GYNECOLOGY 妇产科学,4 [60/135],,,,,,,,,,
TAIWANIA,2025,0372-333X,否,否,是,SCIE,,生物学,4 [693/1091],否, PLANT SCIENCES 植物科学,4 [156/265],,,,,,,,,,
Talanta Open,2025,2666-8319/2666-8319,否,否,是,ESCI,,化学,3 [146/490],否," CHEMISTRY, ANALYTICAL 分析化学",3 [39/106],,,,,,,,,,
TALANTA,2025,0039-9140/1873-3573,否,否,否,SCIE,,化学,2 [65/490],是," CHEMISTRY, ANALYTICAL 分析化学",2 [12/106],,,,,,,,,,
Taller de la Historia,2025,1657-3633/2382-4794,否,否,是,ESCI,,历史学,4 [533/778],否, HISTORY 历史学,4 [328/523],,,,,,,,,,
Taller de Letras,2025,0716-0798/0716-0798,否,否,否,AHCI,,文学,4 [729/1193],否," LITERATURE, ROMANCE 罗曼语系文学",4 [65/116],,,,,,,,,,
TalTech Journal of European Studies,2025,2674-4600/2674-4619,否,否,是,ESCI,,社会学,4 [1251/2039],否, LAW 法学,4 [224/427], POLITICAL SCIENCE 政治学,4 [247/317],,,,,,,,
Tamkang Journal of Mathematics,2025,0049-2930/2073-9826,否,否,否,ESCI,,数学,4 [590/815],否, MATHEMATICS 数学,4 [372/487],,,,,,,,,,
Tangence,2025,1189-4563/1710-0305,否,否,否,ESCI,,社会学,4 [1594/2039],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [370/406],,,,,,,,,,
Tanz,2025,1869-7720/1869-7720,否,否,否,AHCI,,艺术学,4 [435/484],否, DANCE 舞蹈,4 [9/10],,,,,,,,,,
TAPPI JOURNAL,2025,0734-1415,否,否,否,SCIE,,农林科学,4 [731/904],否," MATERIALS SCIENCE, PAPER & WOOD 材料科学：纸与木材",4 [20/23],,,,,,,,,,
Tapuya-Latin American Science Technology and Society,2025,2572-9861/2572-9861,否,否,是,ESCI,,社会学,4 [1047/2039],否, HISTORY & PHILOSOPHY OF SCIENCE 科学史与科学哲学,4 [61/105], SOCIAL ISSUES 社会问题,4 [43/66],,,,,,,,
Target-International Journal of Translation Studies,2025,0924-1884/1569-9986,否,否,否,SSCI;AHCI,,文学,1 [12/1193],是, LANGUAGE & LINGUISTICS 语言与语言学,1 [5/391], LINGUISTICS 语言学,1 [9/294],,,,,,,,
Targeted Oncology,2025,1776-2596/1776-260X,否,否,否,SCIE,,医学,3 [1261/5603],否, ONCOLOGY 肿瘤学,3 [112/318],,,,,,,,,,
Tarih Incelemeleri Dergisi,2025,0257-4152/0257-4152,否,否,否,ESCI,,历史学,4 [614/778],否, HISTORY 历史学,4 [396/523],,,,,,,,,,
TAXON,2025,0040-0262/1996-8175,否,否,否,SCIE,,生物学,2 [213/1091],否, PLANT SCIENCES 植物科学,2 [53/265], EVOLUTIONARY BIOLOGY 进化生物学,3 [24/52],,,,,,,,
TD-The Journal for Transdisciplinary Research in Southern Africa,2025,1817-4434/2415-2005,否,否,是,ESCI,,社会学,4 [1928/2039],否," SOCIAL SCIENCES, INTERDISCIPLINARY 社会科学：跨领域",4 [234/263],,,,,,,,,,
TDR-The Drama Review-The Journal of Performance Studies,2025,1054-2043/1531-4715,否,否,否,AHCI,,艺术学,2 [66/484],否, THEATER 戏剧,2 [9/49],,,,,,,,,,
Teacher Development,2025,1366-4530/1747-5120,否,否,否,ESCI,,教育学,4 [446/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [411/754],,,,,,,,,,
Teacher Education and Special Education,2025,0888-4064/1944-4931,否,否,否,SSCI,,教育学,3 [113/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,3 [114/754],,,,,,,,,,
Teachers and Teaching,2025,1354-0602/1470-1278,否,否,否,SSCI,,教育学,3 [153/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,3 [149/754],,,,,,,,,,
TEACHERS COLLEGE RECORD,2025,0161-4681/1467-9620,否,否,否,SSCI,,教育学,4 [352/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [330/754],,,,,,,,,,
Teaching & Learning Inquiry-The ISSOTL Journal,2025,2167-4779/2167-4787,否,否,是,ESCI,,教育学,4 [263/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [248/754],,,,,,,,,,
TEACHING AND LEARNING IN MEDICINE,2025,1040-1334/1532-8015,否,否,否,SCIE,,教育学,3 [156/840],否," EDUCATION, SCIENTIFIC DISCIPLINES 学科教育",3 [19/86], HEALTH CARE SCIENCES & SERVICES 卫生保健与服务,3 [31/173],,,,,,,,
Teaching and Learning in Nursing,2025,1557-3087/1557-2013,否,否,否,ESCI,,医学,3 [1996/5603],否, NURSING 护理,3 [43/191],,,,,,,,,,
TEACHING AND TEACHER EDUCATION,2025,0742-051X/1879-2480,否,否,否,SSCI,,教育学,1 [15/840],是, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,1 [13/754],,,,,,,,,,
Teaching Education,2025,1047-6210/1470-1286,否,否,否,ESCI,,教育学,3 [243/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [232/754],,,,,,,,,,
Teaching Exceptional Children,2025,0040-0599/2163-5684,否,否,否,ESCI,,教育学,4 [482/840],否," EDUCATION, SPECIAL 特殊教育学",4 [40/62],,,,,,,,,,
TEACHING IN HIGHER EDUCATION,2025,1356-2517/1470-1294,否,否,否,SSCI,,教育学,3 [122/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,3 [122/754],,,,,,,,,,
Teaching Mathematics and Its Applications,2025,0268-3679/1471-6976,否,否,否,ESCI,,教育学,4 [345/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [322/754],,,,,,,,,,
Teaching of Mathematics,2025,1451-4966/2406-1077,否,否,是,ESCI,,教育学,4 [648/840],否," EDUCATION, SCIENTIFIC DISCIPLINES 学科教育",4 [69/86],,,,,,,,,,
TEACHING OF PSYCHOLOGY,2025,0098-6283/1532-8023,否,否,否,SSCI,,心理学,4 [535/657],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [568/754]," PSYCHOLOGY, MULTIDISCIPLINARY 心理学：综合",4 [165/219],,,,,,,,
Teaching Philosophy,2025,0145-5788/2153-6619,否,否,否,AHCI,,哲学,4 [427/795],否, PHILOSOPHY 哲学,4 [157/328],,,,,,,,,,
Teaching Public Administration,2025,0144-7394/2047-8720,否,否,否,ESCI,,教育学,4 [473/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [436/754],,,,,,,,,,
TEACHING SOCIOLOGY,2025,0092-055X/1939-862X,否,否,否,SSCI,,教育学,4 [281/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [264/754], SOCIOLOGY 社会学,4 [98/216],,,,,,,,
Teaching Statistics,2025,0141-982X/1467-9639,否,否,否,ESCI,,教育学,4 [407/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [377/754],,,,,,,,,,
Teaching Theology and Religion,2025,1368-4868/1467-9647,否,否,否,ESCI,,哲学,4 [507/795],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [500/754], RELIGION 宗教,4 [242/340],,,,,,,,
Team Performance Management,2025,1352-7592/1758-6860,否,否,否,ESCI,,管理学,4 [560/1025],否, MANAGEMENT 管理学,4 [256/404],,,,,,,,,,
Teatro e Storia,2025,0394-6932/2239-7272,否,否,否,ESCI,,艺术学,4 [324/484],否, THEATER 戏剧,4 [36/49],,,,,,,,,,
Tec Empresarial,2025,1659-2395/1659-2395,否,否,是,ESCI,,管理学,4 [700/1025],否, MANAGEMENT 管理学,4 [301/404],,,,,,,,,,
Tecciencia,2025,1909-3667/2422-3670,否,否,否,ESCI,,工程技术,4 [1166/1437],否," ENGINEERING, MULTIDISCIPLINARY 工程：综合",4 [123/179],,,,,,,,,,
Techne-Journal of Technology for Architecture and Environment,2025,2239-0243/2239-0243,否,否,否,ESCI,,艺术学,4 [479/484],否, ARCHITECTURE 建筑学,4 [88/94],,,,,,,,,,
Technical Communication Quarterly,2025,1057-2252/1542-7625,否,否,否,ESCI,,文学,2 [150/1193],否, COMMUNICATION 传播学,4 [64/223],,,,,,,,,,
TECHNICAL COMMUNICATION,2025,0049-3155,否,否,否,SSCI,,文学,3 [261/1193],否, COMMUNICATION 传播学,4 [102/223],,,,,,,,,,
TECHNICAL PHYSICS LETTERS,2025,1063-7850/1090-6533,否,否,否,SCIE,,物理与天体物理,4 [348/406],否," PHYSICS, APPLIED 物理：应用",4 [162/178],,,,,,,,,,
TECHNICAL PHYSICS,2025,1063-7842/1090-6525,否,否,否,SCIE,,物理与天体物理,4 [323/406],否," PHYSICS, APPLIED 物理：应用",4 [156/178],,,,,,,,,,
Technical Services Quarterly,2025,0731-7131/1555-3337,否,否,否,ESCI,,管理学,4 [767/1025],否, INFORMATION SCIENCE & LIBRARY SCIENCE 图书情报与档案管理,4 [117/160],,,,,,,,,,
Techniques and Innovations in Gastrointestinal Endoscopy,2025,2666-5107/2590-0307,否,否,否,ESCI,,医学,4 [4568/5603],否, GASTROENTEROLOGY & HEPATOLOGY 胃肠肝病学,4 [122/143],,,,,,,,,,
Techniques in Coloproctology,2025,1123-6337/1128-045X,否,否,否,SCIE,,医学,3 [1311/5603],否, GASTROENTEROLOGY & HEPATOLOGY 胃肠肝病学,3 [42/143], SURGERY 外科,3 [70/292],,,,,,,,
Techniques in Foot and Ankle Surgery,2025,1536-0644/1538-1943,否,否,否,ESCI,,医学,4 [5087/5603],否, ORTHOPEDICS 骨科,4 [130/136],,,,,,,,,,
Techniques in Orthopaedics,2025,0885-9698/2333-0600,否,否,否,ESCI,,医学,4 [5112/5603],否, ORTHOPEDICS 骨科,4 [132/136],,,,,,,,,,
Techniques in Vascular and Interventional Radiology,2025,1089-2516/1557-9808,否,否,否,ESCI,,医学,4 [2299/5603],否," RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING 核医学",4 [84/206],,,,,,,,,,
Technoetic Arts,2025,1477-965X/1758-9533,否,否,否,ESCI,,社会学,4 [1857/2039],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [401/406],,,,,,,,,,
Technological and Economic Development of Economy,2025,2029-4913/2029-4921,否,否,是,SSCI,,经济学,3 [138/765],否, ECONOMICS 经济学,3 [130/599],,,,,,,,,,
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2025,0040-1625/1873-5509,否,否,否,SSCI,,管理学,1 [31/1025],是, BUSINESS 商业：管理,1 [13/302], REGIONAL & URBAN PLANNING 区域与城市规划,1 [2/54],,,,,,,,
Technologies,2025,2227-7080/2227-7080,否,否,是,ESCI,,工程技术,3 [553/1437],否," ENGINEERING, MULTIDISCIPLINARY 工程：综合",4 [56/179],,,,,,,,,,
TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,2025,0953-7325/1465-3990,否,否,否,SSCI,,管理学,4 [519/1025],否, MANAGEMENT 管理学,4 [235/404],,,,,,,,,,
TECHNOLOGY AND CULTURE,2025,0040-165X/1097-3729,否,否,否,SSCI;AHCISCIE,,哲学,2 [116/795],否, HISTORY & PHILOSOPHY OF SCIENCE 科学史与科学哲学,3 [30/105],,,,,,,,,,
TECHNOLOGY AND DISABILITY,2025,1055-4181/1878-643X,否,否,否,ESCI,,医学,4 [4946/5603],否, REHABILITATION 康复医学,4 [158/169],,,,,,,,,,
TECHNOLOGY AND HEALTH CARE,2025,0928-7329/1878-7401,否,否,否,SCIE,,医学,4 [3679/5603],否," ENGINEERING, BIOMEDICAL 工程：生物医学",4 [93/120], HEALTH CARE SCIENCES & SERVICES 卫生保健与服务,4 [132/173],,,,,,,,
Technology and Innovation,2025,1949-8241/1949-825X,否,否,否,ESCI,,综合性期刊,4 [72/118],否, MULTIDISCIPLINARY SCIENCES 综合性期刊,4 [84/131],,,,,,,,,,
TECHNOLOGY IN CANCER RESEARCH & TREATMENT,2025,1533-0346/1533-0338,否,否,是,SCIE,,医学,4 [2833/5603],否, ONCOLOGY 肿瘤学,4 [197/318],,,,,,,,,,
TECHNOLOGY IN SOCIETY,2025,0160-791X/1879-3274,否,否,否,SSCI,,管理学,2 [50/1025],是," SOCIAL SCIENCES, INTERDISCIPLINARY 社会科学：跨领域",1 [1/263], SOCIAL ISSUES 社会问题,2 [5/66],,,,,,,,
Technology Innovation Management Review,2025,1927-0321/1927-0321,否,否,是,ESCI,,管理学,4 [807/1025],否, MANAGEMENT 管理学,4 [339/404],,,,,,,,,,
Technology Knowledge and Learning,2025,2211-1662/2211-1670,否,否,否,ESCI,,教育学,3 [224/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [215/754],,,,,,,,,,
Technology Pedagogy and Education,2025,1475-939X/1747-5139,否,否,否,SSCI,,教育学,3 [174/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [170/754],,,,,,,,,,
Technology-Architecture + Design,2025,2475-1448/2475-143X,否,否,否,ESCI,,艺术学,4 [472/484],否, ARCHITECTURE 建筑学,4 [81/94], CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术,4 [73/91],,,,,,,,
TECHNOMETRICS,2025,0040-1706/1537-2723,否,否,否,SCIE,,工程技术,2 [239/1437],否, STATISTICS & PROBABILITY 统计学与概率论,2 [21/166],,,,,,,,,,
TECHNOVATION,2025,0166-4972/1879-2383,否,否,否,SSCI;SCIE,,管理学,1 [14/1025],是," ENGINEERING, INDUSTRIAL 工程：工业",1 [2/70], MANAGEMENT 管理学,1 [11/404], OPERATIONS RESEARCH & MANAGEMENT SCIENCE 运筹学与管理科学,1 [2/106],,,,,,
TechTrends,2025,8756-3894/1559-7075,否,否,否,ESCI,,教育学,4 [323/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [305/754],,,,,,,,,,
Tecnologia en Marcha,2025,0379-3982/2215-3241,否,否,是,ESCI,,综合性期刊,4 [115/118],否, MULTIDISCIPLINARY SCIENCES 综合性期刊,4 [127/131],,,,,,,,,,
Tecnologia y Ciencias del Agua,2025,0187-8336/2007-2422,否,否,是,SCIE,,环境科学与生态学,4 [497/504],否," ENGINEERING, CIVIL 工程：土木",4 [176/180], WATER RESOURCES 水资源,4 [123/124],,,,,,,,
Tecnoscienza-Italian Journal of Science & Technology Studies,2025,2038-3460/2038-3460,否,否,是,ESCI,,社会学,4 [1736/2039],否, SOCIAL ISSUES 社会问题,4 [58/66],,,,,,,,,,
TECTONICS,2025,0278-7407/1944-9194,否,否,否,SCIE,,地球科学,2 [61/575],是, GEOCHEMISTRY & GEOPHYSICS 地球化学与地球物理,2 [12/99],,,,,,,,,,
TECTONOPHYSICS,2025,0040-1951/1879-3266,否,否,否,SCIE,,地球科学,2 [105/575],否, GEOCHEMISTRY & GEOPHYSICS 地球化学与地球物理,2 [21/99],,,,,,,,,,
TEHNICKI GLASNIK-TECHNICAL JOURNAL,2025,1846-6168/1848-5588,否,否,是,ESCI,,工程技术,4 [1195/1437],否," ENGINEERING, MULTIDISCIPLINARY 工程：综合",4 [129/179],,,,,,,,,,
Tehnicki Vjesnik-Technical Gazette,2025,1330-3651/1848-6339,否,否,是,SCIE,,工程技术,4 [954/1437],否," ENGINEERING, MULTIDISCIPLINARY 工程：综合",4 [93/179],,,,,,,,,,
Tejuelo-Didactica de la Lengua y la Literatura,2025,1988-8430/1988-8430,否,否,是,ESCI,,文学,4 [641/1193],否, LANGUAGE & LINGUISTICS 语言与语言学,4 [244/391],,,,,,,,,,
Teka Komisji Urbanistyki i Architektury,2025,0079-3450/2450-0038,否,否,否,ESCI,,艺术学,4 [469/484],否, ARCHITECTURE 建筑学,4 [79/94],,,,,,,,,,
Teknokultura: Revista de Cultura Digital y Movimientos Sociales,2025,1549-2230/1549-2230,否,否,是,ESCI,,文学,4 [1174/1193],否, COMMUNICATION 传播学,4 [209/223], SOCIOLOGY 社会学,4 [210/216],,,,,,,,
Tekst Kniga Knigoizdanie-Text Book Publishing,2025,2306-2061/2311-3774,否,否,否,ESCI,,文学,4 [903/1193],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [283/406],,,,,,,,,,
Tekstil ve Konfeksiyon,2025,1300-3356/1300-3356,否,否,否,SCIE,,工程技术,4 [1015/1437],否," MATERIALS SCIENCE, TEXTILES 材料科学：纺织",4 [19/30],,,,,,,,,,
Tekstilec,2025,0351-3386/2350-3696,否,否,是,ESCI,,工程技术,4 [1136/1437],否," MATERIALS SCIENCE, TEXTILES 材料科学：纺织",4 [22/30],,,,,,,,,,
Teksty Drugie,2025,0867-0633/2545-2061,否,否,否,AHCI,,文学,4 [1037/1193],否," LITERATURE, SLAVIC 斯拉夫语系文学",4 [12/12],,,,,,,,,,
Tel Aviv-Journal of the Institute of Archaeology of Tel Aviv University,2025,0334-4355/2040-4786,否,否,否,AHCI,,历史学,1 [6/778],是, ARCHAEOLOGY 考古学,1 [4/164],,,,,,,,,,
Telecom,2025,2673-4001/2673-4001,否,否,是,ESCI,,计算机科学,4 [455/758],否, TELECOMMUNICATIONS 电信学,4 [69/119],,,,,,,,,,
TELECOMMUNICATION SYSTEMS,2025,1018-4864/1572-9451,否,否,否,SCIE,,计算机科学,4 [488/758],否, TELECOMMUNICATIONS 电信学,4 [80/119],,,,,,,,,,
TELECOMMUNICATIONS POLICY,2025,0308-5961/1879-3258,否,否,否,SSCI;SCIE,,管理学,2 [109/1025],否, COMMUNICATION 传播学,2 [15/223], INFORMATION SCIENCE & LIBRARY SCIENCE 图书情报与档案管理,2 [14/160], TELECOMMUNICATIONS 电信学,2 [10/119],,,,,,
TELEMATICS AND INFORMATICS,2025,0736-5853,否,否,否,SSCI,,管理学,2 [72/1025],否, INFORMATION SCIENCE & LIBRARY SCIENCE 图书情报与档案管理,2 [10/160],,,,,,,,,,
Telematique,2025,1856-4194/1856-4194,否,否,否,ESCI,,计算机科学,4 [753/758],否, TELECOMMUNICATIONS 电信学,4 [119/119],,,,,,,,,,
Telemedicine and e-Health,2025,1530-5627/1556-3669,否,否,否,SCIE,,医学,3 [2060/5603],否, HEALTH CARE SCIENCES & SERVICES 卫生保健与服务,4 [72/173],,,,,,,,,,
Telemedicine Reports,2025,2692-4366/2692-4366,否,否,是,ESCI,,医学,4 [4096/5603],否, HEALTH CARE SCIENCES & SERVICES 卫生保健与服务,4 [144/173],,,,,,,,,,
Television & New Media,2025,1527-4764/1552-8316,否,否,否,SSCI;AHCI,,文学,2 [136/1193],否," FILM, RADIO, TELEVISION 电影、广播、电视",1 [2/66], COMMUNICATION 传播学,3 [56/223],,,,,,,,
TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,2025,1600-0870/1600-0870,否,否,是,SCIE,,地球科学,4 [341/575],否, METEOROLOGY & ATMOSPHERIC SCIENCES 气象与大气科学,4 [80/109], OCEANOGRAPHY 海洋学,4 [43/66],,,,,,,,
TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,2025,1600-0889/1600-0889,否,否,是,SCIE,,地球科学,4 [401/575],否, METEOROLOGY & ATMOSPHERIC SCIENCES 气象与大气科学,4 [88/109],,,,,,,,,,
TELOPEA,2025,0312-9764/2200-4025,否,否,否,SCIE,,生物学,4 [917/1091],否, PLANT SCIENCES 植物科学,4 [216/265],,,,,,,,,,
TELOS-Revista de Estudios Interdisciplinarios en Ciencias Sociales,2025,2343-5763/1317-0570,否,否,是,ESCI,,社会学,4 [1580/2039],否," SOCIAL SCIENCES, INTERDISCIPLINARY 社会科学：跨领域",4 [186/263],,,,,,,,,,
Telos,2025,0090-6514/1940-459X,否,否,否,SSCI;AHCI,,社会学,4 [1237/2039],否, PHILOSOPHY 哲学,4 [202/328], POLITICAL SCIENCE 政治学,4 [245/317], SOCIOLOGY 社会学,4 [163/216],,,,,,
TEM Journal-Technology Education Management Informatics,2025,2217-8309/2217-8333,否,否,是,ESCI,,计算机科学,4 [652/758],否," COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统",4 [211/249],,,,,,,,,,
TeMA-Journal of Land Use Mobility and Environment,2025,1970-9889/1970-9870,否,否,是,ESCI,,经济学,4 [667/765],否, URBAN STUDIES 城市研究,4 [68/77],,,,,,,,,,
Temas Agrarios,2025,0122-7610/2389-9182,否,否,是,ESCI,,农林科学,4 [893/904],否, AGRONOMY 农艺学,4 [124/127],,,,,,,,,,
Temas Americanistas,2025,1988-7868/0212-4408,否,否,是,ESCI,,历史学,4 [585/778],否, HISTORY 历史学,4 [371/523],,,,,,,,,,
Temas de Nuestra America-Revista de Estudios Latinoamericanos,2025,0259-2339/0259-2339,否,否,否,ESCI,,社会学,4 [1606/2039],否, AREA STUDIES 地域研究,4 [149/174],,,,,,,,,,
Temas y Debates,2025,1666-0714/1853-984X,否,否,是,ESCI,,社会学,4 [1789/2039],否, POLITICAL SCIENCE 政治学,4 [300/317],,,,,,,,,,
TEMENOS,2025,0497-1817,否,否,否,AHCI,,哲学,4 [727/795],否, RELIGION 宗教,4 [327/340],,,,,,,,,,
Temida,2025,1450-6637/1450-6637,否,否,是,ESCI,,社会学,4 [1892/2039],否, CRIMINOLOGY & PENOLOGY 犯罪学与刑罚学,4 [107/111],,,,,,,,,,
Tempo e Argumento,2025,2175-1803/2175-1803,否,否,是,ESCI,,历史学,4 [694/778],否, HISTORY 历史学,4 [460/523],,,,,,,,,,
Tempo Social,2025,0103-2070,否,否,是,SSCI,,社会学,4 [1345/2039],否, SOCIOLOGY 社会学,4 [170/216],,,,,,,,,,
Tempo-Niteroi,2025,1413-7704,否,否,是,AHCI,,历史学,4 [425/778],否, HISTORY 历史学,4 [252/523],,,,,,,,,,
TEMPO,2025,0040-2982/1478-2286,否,否,否,AHCI,,艺术学,3 [196/484],否, MUSIC 音乐,4 [64/110],,,,,,,,,,
TENSIDE SURFACTANTS DETERGENTS,2025,0932-3414/2195-8564,否,否,否,SCIE,,工程技术,4 [1055/1437],否," CHEMISTRY, APPLIED 应用化学",4 [57/74]," CHEMISTRY, PHYSICAL 物理化学",4 [94/104]," ENGINEERING, CHEMICAL 工程：化工",4 [120/169],,,,,,
Teoliteraria-Revista Brasileira de Literaturas e Teologias,2025,2236-9937/2236-9937,否,否,是,ESCI,,哲学,4 [467/795],否, RELIGION 宗教,4 [221/340],,,,,,,,,,
Teologia y Vida,2025,0049-3449/0717-6295,否,否,是,AHCI,,哲学,3 [206/795],否, RELIGION 宗教,3 [76/340],,,,,,,,,,
Teologia,2025,0328-1396/0328-1396,否,否,是,ESCI,,哲学,4 [477/795],否, RELIGION 宗教,4 [227/340],,,,,,,,,,
Teorema,2025,0210-1602,否,否,否,AHCI,,哲学,4 [510/795],否, PHILOSOPHY 哲学,4 [190/328],,,,,,,,,,
Teoria de la Educacion,2025,1130-3743/2386-5660,否,否,是,ESCI,,教育学,4 [334/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [314/754],,,,,,,,,,
Teoria e Pratica em Administracao-TPA,2025,2238-104X/2238-104X,否,否,是,ESCI,,管理学,4 [1009/1025],否, MANAGEMENT 管理学,4 [397/404],,,,,,,,,,
Teoria y Realidad Constitucional,2025,1139-5583/1139-5583,否,否,否,ESCI,,社会学,4 [1247/2039],否, POLITICAL SCIENCE 政治学,4 [246/317],,,,,,,,,,
Teoria-Rivista di Filosofia,2025,1122-1259,否,否,否,AHCI,,哲学,4 [765/795],否, PHILOSOPHY 哲学,4 [321/328],,,,,,,,,,
TEORIJA IN PRAKSA,2025,0040-3598/0040-3598,否,否,否,ESCI,,社会学,4 [1658/2039],否," SOCIAL SCIENCES, INTERDISCIPLINARY 社会科学：跨领域",4 [193/263],,,,,,,,,,
Ter es Tarsadalom,2025,2062-9923/2062-9923,否,否,是,ESCI,,经济学,4 [634/765],否, GEOGRAPHY 地理学,4 [127/171],,,,,,,,,,
TERAPEVTICHESKII ARKHIV,2025,0040-3660/2309-5342,否,否,是,SCIE,,医学,4 [5393/5603],否," MEDICINE, GENERAL & INTERNAL 医学：内科",4 [283/327],,,,,,,,,,
Terapia Psicologica,2025,0718-4808/0718-4808,否,否,否,SSCI,,心理学,4 [565/657],否," PSYCHOLOGY, CLINICAL 心理学：临床",4 [156/179],,,,,,,,,,
Tercio Creciente,2025,2340-9096/2340-9096,否,否,是,ESCI,,社会学,4 [1469/2039],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [347/406],,,,,,,,,,
Terminology,2025,0929-9971/1569-9994,否,否,否,SSCI;AHCI,,文学,3 [310/1193],否, LANGUAGE & LINGUISTICS 语言与语言学,3 [138/391], LINGUISTICS 语言学,4 [162/294],,,,,,,,
Terra Economicus,2025,2073-6606/2073-6606,否,否,否,ESCI,,经济学,4 [426/765],否, ECONOMICS 经济学,4 [359/599],,,,,,,,,,
Terra Latinoamericana,2025,0187-5779/2395-8030,否,否,是,ESCI,,农林科学,4 [875/904],否, AGRONOMY 农艺学,4 [121/127], SOIL SCIENCE 土壤科学,4 [48/48],,,,,,,,
TERRA NOVA,2025,0954-4879/1365-3121,否,否,否,SCIE,,地球科学,3 [166/575],否," GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合",3 [91/258],,,,,,,,,,
Terrae Incognitae-The Journal of the Society for the History of Discoveries,2025,0082-2884/2040-8706,否,否,否,ESCI,,历史学,2 [98/778],否, HISTORY 历史学,2 [60/523],,,,,,,,,,
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,2025,1017-0839/2311-7680,否,否,是,SCIE,,地球科学,4 [473/575],否," GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合",4 [217/258], METEOROLOGY & ATMOSPHERIC SCIENCES 气象与大气科学,4 [97/109], OCEANOGRAPHY 海洋学,4 [59/66],,,,,,
Territoire en Mouvement,2025,1954-4863/1950-5698,否,否,是,ESCI,,社会学,4 [1816/2039],否, GEOGRAPHY 地理学,4 [133/171],,,,,,,,,,
Territorios,2025,0123-8418/2215-7484,否,否,是,ESCI,,经济学,4 [607/765],否, URBAN STUDIES 城市研究,4 [61/77],,,,,,,,,,
