期刊缩写,Journal,JCR分区,2019年文章数,出版国家,出版周期
Inform Commun Soc,Information Communication & Society,Q1,108,,
Phys Status Solidi A,Physica Status Solidi A-Applications and Materials Science,Q3,451,德国,月刊
J Chem Crystallogr,Journal of Chemical Crystallography,Q4,37,美国,月刊
J Deriv,Journal of Derivatives,Q4,20,,
Phase Transit,Phase Transitions,Q4,95,英国,月刊
Annu Rev Appl Lingui,Annual Review of Applied Linguistics,Q1,13,,
J Brazil Chem Soc,Journal of the Brazilian Chemical Society,Q3,261,巴西,双月刊
J Nurs Manage,Journal of Nursing Management,Q1/Q3,203,英国,
Polit Gender,Politics & Gender,Q1/Q2,39,,
Int Multiling Res J,International Multilingual Research Journal,Q2,18,,
Nat Protoc,Nature Protocols,Q1,143,英国,季刊
Mineral Mag,Mineralogical Magazine,Q2,80,英国,双月刊
B Am Mus Nat Hist,Bulletin of the American Museum of Natural History,Q2,12,美国,不定期
Int J Neural Syst,International Journal of Neural Systems,Q1,57,美国,双月刊
Biopharm Int,Biopharm International,Q4,97,美国,月刊
Water Sci Technol,Water Science and Technology,Q3/Q4,422,英国,双月刊
Potato Res,Potato Research,Q3,28,荷兰,
Anal Sci,Analytical Sciences,Q3,201,日本,月刊
Transl Pediatr,Translational Pediatrics,Q2,47,,
Can J Infect Dis Med,Canadian Journal of Infectious Diseases & Medical Microbiology,Q4,51,加拿大,双月刊
J Lond Math Soc,Journal of the London Mathematical Society-Second Series,Q2,86,英国,双月刊
S Afr J Ind Eng,South African Journal of Industrial Engineering,Q4,67,南非,
J Mech Sci Technol,Journal of Mechanical Science and Technology,Q3,610,韩国,月刊
Ukr Math J+,Ukrainian Mathematical Journal,Q4,134,乌克兰,月刊
Biotechnol Progr,Biotechnology Progress,Q2/Q3,171,美国,双月刊
Restaurator,Restaurator-International Journal for the Preservation of Library and Archival Material,Q4,14,,
J Nanomater,Journal of Nanomaterials,Q3,306,美国,不定期
J Epidemiol Commun H,Journal of Epidemiology and Community Health,Q1,158,英国,月刊
Mol Inform,Molecular Informatics,Q1/Q2,65,德国,月刊
Gen Thorac Cardiovas,General Thoracic and Cardiovascular Surgery,Q4,159,,
Hepatol Int,Hepatology International,Q1,76,美国,季刊→双月刊
Nat Area J,Natural Areas Journal,Q4,39,美国,季刊
Adv Stud Behav,Advances in the Study of Behavior,Q1,5,美国,不定期
Coast Eng,Coastal Engineering,Q1,116,荷兰,月刊
Geomorphology,Geomorphology,Q1,323,荷兰,双周刊
Medicine,Medicine,Q3,4464,美国,双月刊
J Psychosoc Oncol,Journal of Psychosocial Oncology,Q4,50,,
Brit J Polit Sci,British Journal of Political Science,Q1,68,,
Clin Toxicol,Clinical Toxicology,Q1,108,美国,双月刊
Int J Biochem Cell B,International Journal of Biochemistry & Cell Biology,Q2/Q3,162,英国,月刊
Lexikos,Lexikos,Q4,15,,
Sex Disabil,Sexuality and Disability,Q3,39,,
IEEE T Circ Syst Vid,IEEE Transactions on Circuits and Systems for Video Technology,Q1,286,美国,双月刊
J Lumin,Journal of Luminescence,Q1,867,荷兰,月刊
Meas Sci Rev,Measurement Science Review,Q4,36,斯洛伐克,双月刊
Struct Des Tall Spec,Structural Design of Tall and Special Buildings,Q2,105,英国,双月刊
Matern Child Nutr,Maternal and Child Nutrition,Q1/Q3,178,英国,季刊
Hong Kong Med J,Hong Kong Medical Journal,Q3,54,中国,
Educ Stud-UK,Educational Studies,Q4,44,,
J Perinat Med,Journal of Perinatal Medicine,Q3,146,德国,双月刊
Food Rev Int,Food Reviews International,Q1/Q2,33,美国,季刊
J Vacat Mark,Journal of Vacation Marketing,Q3,34,,
Nat Astron,Nature Astronomy,Q1,124,,
West Eur Polit,West European Politics,Q2,64,,
Invertebr Biol,Invertebrate Biology,Q2/Q3,34,美国,季刊
Adv Clin Exp Med,Advances in Clinical and Experimental Medicine,Q4,220,波兰,
Radiol Oncol,Radiology and Oncology,Q3/Q4,57,,
Z Soziol,Zeitschrift Fur Soziologie,Q3,19,,
Clin Ther,Clinical Therapeutics,Q2,175,美国,月刊
Vet Parasitol,Veterinary Parasitology,Q1/Q2,171,荷兰,双周刊
Hum Resour Dev Q,Human Resource Development Quarterly,Q1/Q2,17,,
Pattern Anal Appl,Pattern Analysis and Applications,Q3,109,英国,季刊
Bautechnik,Bautechnik,Q4,92,德国,月刊
Basic Clin Androl,Basic and Clinical Andrology,Q1,18,,
Lat Am J Solids Stru,Latin American Journal of Solids and Structures,Q3/Q4,99,巴西,
J Insects Food Feed,Journal of Insects As Food and Feed,Q1/Q2,32,,
Izv-Phys Solid Eart+,Izvestiya-Physics of the Solid Earth,Q4,71,美国,月刊
Precis Eng,Precision Engineering-Journal of the International Societies for Precision Engineering and Nanotechnology,Q1/Q2/Q3,215,美国,季刊
Neuroepidemiology,Neuroepidemiology,Q2/Q3,60,,
Am J Phys Anthropol,American Journal of Physical Anthropology,Q1/Q3,171,美国,月刊
Q J Eng Geol Hydroge,Quarterly Journal of Engineering Geology and Hydrogeology,Q3,44,英国,季刊
Acta Pharmaceut,Acta Pharmaceutica,Q4,47,克罗地亚,季刊
Int Wound J,International Wound Journal,Q2,187,英国,
J Comput Inf Sci Eng,Journal of Computing and Information Science in Engineering,Q3/Q4,63,美国,季刊
Biol Conserv,Biological Conservation,Q1,374,英国,月刊
Plant Methods,Plant Methods,Q1/Q2,156,英国,不定期
Mutagenesis,Mutagenesis,Q2,42,英国,双月刊
Eur J Cancer,European Journal of Cancer,Q1,283,英国,双月刊
Am J Resp Crit Care,American Journal of Respiratory and Critical Care Medicine,Q1,224,美国,双月刊
Geriatr Orthop Surg,Geriatric Orthopaedic Surgery & Rehabilitation,Q3/Q4,48,,
Acta Chim Sinica,Acta Chimica Sinica,Q2,138,中国,双月刊
Urban Educ,Urban Education,Q2,54,,
Case Stud Therm Eng,Case Studies in Thermal Engineering,Q1,209,,
Mater Res Bull,Materials Research Bulletin,Q2,410,美国,月刊
J Res Natl Inst Stan,Journal of Research of the National Institute of Standards and Technology,Q4,36,美国,双月刊
Diachronica,Diachronica,Q3,15,,
Logop Phoniatr Voco,Logopedics Phoniatrics Vocology,Q4,20,挪威,季刊
Asian J Technol Inno,Asian Journal of Technology Innovation,Q4,18,,
Strateg Entrep J,Strategic Entrepreneurship Journal,Q1,22,,
Lab Chip,Lab on A Chip,Q1/Q2,371,英国,月刊
PalZ,PalZ,Q3,45,,
Int J Gastron Food S,International Journal of Gastronomy and Food Science,Q2,52,,
Bot Lett,Botany Letters,Q3,42,,
IEEE Comput Graph,IEEE Computer Graphics and Applications,Q2,48,美国,双月刊
Biofuels-UK,Biofuels-UK,Q4,67,,
Geomagn Aeronomy+,Geomagnetism and Aeronomy,Q4,68,,双月刊
Rev Afr Polit Econ,Review of African Political Economy,Q2/Q3,28,,
Curr Hist,Current History,Q4,55,,
J Manage Inform Syst,Journal of Management Information Systems,Q1,41,美国,季刊
Hist Stud Nat Sci,Historical Studies in the Natural Sciences,Q3/Q4,9,美国,季刊
Concept Magn Reson A,Concepts in Magnetic Resonance Part A,Q4,3,美国,双月刊
J Hydroinform,Journal of Hydroinformatics,Q3,72,英国,季刊
J Food Process Pres,Journal of Food Processing and Preservation,Q3,424,美国,双月刊
Wires Cogn Sci,Wiley Interdisciplinary Reviews-Cognitive Science,Q1,26,,
Med Chem Res,Medicinal Chemistry Research,Q4,184,美国,月刊
Prot Met Phys Chem+,Protection of Metals and Physical Chemistry of Surfaces,Q3,183,俄国,双月刊
Powder Technol,Powder Technology,Q1,941,瑞士,双月刊
Metabolomics,Metabolomics,Q3,157,美国,季刊
China Perspect,China Perspectives,Q1,22,,
Bijdr Taal-Land-V,Bijdragen Tot de Taal- Land- En Volkenkunde,Q4,20,,
Autoimmunity,Autoimmunity,Q4,34,英国,双月刊
IEEE T Parall Distr,IEEE Transactions on Parallel and Distributed Systems,Q2,200,美国,月刊
Acta Agr Scand A-An,Acta Agriculturae Scandinavica Section A-Animal Science,Q4,1,英国,季刊
Carcinogenesis,Carcinogenesis,Q2,152,英国,月刊
Eurosurveillance,Eurosurveillance,Q1,220,瑞典,周刊
J Pak Med Assoc,Journal of the Pakistan Medical Association,Q4,343,,月刊
Geochem J,Geochemical Journal,Q4,18,日本,双月刊
Aging Ment Health,Aging & Mental Health,Q1/Q2/Q3,203,英国,双月刊
Polymers-Basel,Polymers,Q1,2111,瑞士,
J Arachnol,Journal of Arachnology,Q3,47,美国,三年刊
Agr Econ-Blackwell,Agricultural Economics,Q1/Q2,68,荷兰,双月刊
J Empir Financ,Journal of Empirical Finance,Q2/Q3,61,,
J Bus Psychol,Journal of Business and Psychology,Q1/Q2,51,,
Ind Health,Industrial Health,Q3/Q4,61,日本,季刊
Adv Powder Technol,Advanced Powder Technology,Q1,330,日本,双月刊
Econ Inq,Economic Inquiry,Q3,113,,
Rev Roum Linguist,Revue Roumaine de Linguistique-Romanian Review of Linguistics,Q4,17,,
Drug Safety,Drug Safety,Q1/Q2,107,新西兰,月刊
Clin Nutr,Clinical Nutrition,Q1,352,苏格兰,双月刊
Phys Rev B,Physical Review B,Q2,5023,美国,
Biocontrol Sci Techn,Biocontrol Science and Technology,Q2/Q4,91,英国,季刊
Cereb Cortex,Cerebral Cortex,Q1,395,美国,月刊
Rev Econ Dynam,Review of Economic Dynamics,Q2,58,,
Rev Policy Res,Review of Policy Research,Q2/Q3,29,,
Rev Relig Res,Review of Religious Research,Q3,22,,
Int J Intercult Rel,International Journal of Intercultural Relations,Q1/Q2,56,,
Nucl Med Biol,Nuclear Medicine and Biology,Q2,50,美国,双月刊
J Account Econ,Journal of Accounting & Economics,Q1,39,,
Nat Rev Genet,Nature Reviews Genetics,Q1,45,英国,月刊
Mater Plast,Materiale Plastice,Q4,183,布加勒斯特,季刊
Can J Vet Res,Canadian Journal of Veterinary Research-Revue Canadienne de Recherche Veterinaire,Q2,43,加拿大,季刊
Acta Biotheor,Acta Biotheoretica,Q4,13,荷兰,季刊
Int J Pharmaceut,International Journal of Pharmaceutics,Q1,879,荷兰,双周刊
Chemcatchem,Chemcatchem,Q2,686,德国,季刊
J Seismol,Journal of Seismology,Q3,80,荷兰,季刊
Asian J Math,Asian Journal of Mathematics,Q4,27,美国,季刊
J Phys Chem C,Journal of Physical Chemistry C,Q2,3405,美国,周刊
Anat Sci Int,Anatomical Science International,Q3,39,日本,季刊
J Cardiopulm Rehabil,Journal of Cardiopulmonary Rehabilitation and Prevention,Q4,84,美国,双月刊
P I Civil Eng-Wat M,Proceedings of the Institution of Civil Engineers-Water Management,Q4,26,英国,季刊
HPB,HPB,Q1/Q2,209,英国,
J Biomed Mater Res B,Journal of Biomedical Materials Research Part B-Applied Biomaterials,Q2/Q3,255,美国,双月刊
J Differ Equations,Journal of Differential Equations,Q1,500,美国,双月刊
Lang Teaching,Language Teaching,Q1,25,,
Thromb J,Thrombosis Journal,Q3,21,,
J Land Use Sci,Journal of Land Use Science,Q2,16,,
Probl Inform Transm+,Problems of Information Transmission,Q4,17,俄国,季刊
Water Sci Tech-W Sup,Water Science and Technology-Water Supply,Q4,245,英国,
Engl Teach-Pract Cri,English Teaching-Practice and Critique,Q3/Q4,30,,
Funct Anal Appl+,Functional Analysis and Its Applications,Q4,40,俄国,季刊
Nondestruct Test Eva,Nondestructive Testing and Evaluation,Q2,29,英国,季刊
Ethol Ecol Evol,Ethology Ecology & Evolution,Q3/Q4,39,意大利,季刊
Braz J Bot,Brazilian Journal of Botany,Q3,66,巴西,
Can J Remote Sens,Canadian Journal of Remote Sensing,Q3,50,加拿大,
Survival,Survival,Q3,61,,
New Zeal J Crop Hort,New Zealand Journal of Crop and Horticultural Science,Q3,28,新西兰,季刊
J Fluid Mech,Journal of Fluid Mechanics,Q1,975,英国,双月刊
Crit Rev,Critical Review,Q3,7,,
Paedagog Hist,Paedagogica Historica,Q3/Q4,30,,
Biomedicines,Biomedicines,Q1,94,,
Thai J Vet Med,Thai Journal of Veterinary Medicine,Q4,42,泰国,季刊
Brit J Hist Sci,British Journal for the History of Science,Q2,25,,
J Integr Plant Biol,Journal of Integrative Plant Biology,Q1,75,中国,月刊
J Classif,Journal of Classification,Q3/Q4,32,美国,半年刊
Music Educ Res,Music Education Research,Q4,41,,
J Adhes Dent,Journal of Adhesive Dentistry,Q2,51,英国,季刊
J Consult Clin Psych,Journal of Consulting and Clinical Psychology,Q1,93,,
Popul Ecol,Population Ecology,Q3,40,日本,三年刊
Arch Eur Sociol,Archives Europeennes de Sociologie,Q3,11,,
Soil Water Res,Soil and Water Research,Q4,26,捷克共和国,
Nat Sci Sleep,Nature and Science of Sleep,Q1/Q2,38,,
Am Surgeon,American Surgeon,Q4,477,美国,月刊
B Braz Math Soc,Bulletin of the Brazilian Mathematical Society,Q3,49,巴西,季刊
Folia Parasit,Folia Parasitologica,Q3,21,捷克共和国,季刊
J Surg Res,Journal of Surgical Research,Q3,596,美国,月刊
Russ Phys J+,Russian Physics Journal,Q4,300,俄国,月刊
Redox Biol,Redox Biology,Q1,278,荷兰,
Positivity,Positivity,Q2,74,荷兰,季刊
Forum Math Pi,Forum of Mathematics Pi,Q1,7,,
Nav Res Log,Naval Research Logistics,Q4,41,美国,双月刊
Cognition Instruct,Cognition and Instruction,Q1/Q2,21,,
P R Health Sci J,Puerto Rico Health Sciences Journal,Q4,50,,
Chem Rec,Chemical Record,Q1,138,美国,双月刊
Young,Young,Q3,28,,
Neurourol Urodynam,Neurourology and Urodynamics,Q3,270,美国,双月刊
Evaluation Rev,Evaluation Review,Q2,9,,
J Ecol,Journal of Ecology,Q1,213,英国,双月刊
Eur J Drug Metab Ph,European Journal of Drug Metabolism and Pharmacokinetics,Q3,75,瑞士,季刊
Int J Thermophys,International Journal of Thermophysics,Q4,103,美国,双月刊
Oncology-Basel,Oncology,Q3,85,瑞士,双月刊
Adv Clim Chang Res,Advances in Climate Change Research,Q1/Q2,20,,
Spe J,Spe Journal,Q1,141,美国,季刊
JAMA Dermatol,JAMA Dermatology,Q1,109,美国,
J Palaeontol Soc Ind,Journal of the Palaeontological Society of India,Q4,23,印度,
Exp Dermatol,Experimental Dermatology,Q1,181,丹麦,双月刊
Am J Transplant,American Journal of Transplantation,Q1,302,丹麦,月刊
Kedi J Educ Policy,Kedi Journal of Educational Policy,Q4,13,,
Med Sci Sport Exer,Medicine and Science in Sports and Exercise,Q1,299,美国,月刊
Subst Use Misuse,Substance Use & Misuse,Q3/Q4,236,美国,月刊
J Contemp Asia,Journal of Contemporary Asia,Q1,34,,
J Agr Econ,Journal of Agricultural Economics,Q1/Q2,42,苏格兰,三年刊
Palaeontology,Palaeontology,Q1,52,英国,双月刊
Aust J Psychol,Australian Journal of Psychology,Q2,39,,
Finanzarchiv,Finanzarchiv,Q4,12,,
Qual Manag Health CA,Quality Management in Health Care,Q4,35,美国,
Cryogenics,Cryogenics,Q3,115,英国,月刊
J Pediatr Urol,Journal of Pediatric Urology,Q3/Q4,239,英国,
BBA-Gen Subjects,Biochimica et Biophysica Acta-General Subjects,Q2,178,荷兰,月刊
J Gen Psychol,Journal of General Psychology,Q4,22,,
Regen Med,Regenerative Medicine,Q2/Q4,68,,
Who Tech Rep Ser,Who Technical Report Series,Q1,0,,不定期
Utilitas Mathematica,Utilitas Mathematica,Q4,49,加拿大,半年刊
Dev Econ,Developing Economies,Q4,12,,
Endocr Connect,Endocrine Connections,Q3,183,,
Optim Lett,Optimization Letters,Q2/Q3,129,德国,季刊
Ethics,Ethics,Q1,17,,
Adv Life Course Res,Advances in Life Course Research,Q2,24,,
Bone Joint J,Bone & Joint Journal,Q1,253,英国,
Comput Assist Lang L,Computer Assisted Language Learning,Q1,37,,
Carbonate Evaporite,Carbonates and Evaporites,Q2,130,美国,半年刊
Psychol Public Pol L,Psychology Public Policy and Law,Q1/Q2/Q3,24,,
Appl Psych Meas,Applied Psychological Measurement,Q3,43,,
Integr Comput-Aid E,Integrated Computer-Aided Engineering,Q1,27,美国,季刊
Food Qual Prefer,Food Quality and Preference,Q1,225,英国,双月刊
J Prosthodont,Journal of Prosthodontics-Implant Esthetic and Reconstructive Dentistry,Q2,271,美国,
Asia Pac Law Rev,Asia Pacific Law Review,Q3,13,,
Am J Cult Sociol,American Journal of Cultural Sociology,Q1,17,,
Eur J Criminol,European Journal of Criminology,Q2,40,,
Eur Rev Aging Phys A,European Review of Aging and Physical Activity,Q3,23,德国,半年刊
J Nonlinear Opt Phys,Journal of Nonlinear Optical Physics & Materials,Q4,20,新加坡,季刊
Phytother Res,Phytotherapy Research,Q1,261,英国,月刊
Am J Hum Genet,American Journal of Human Genetics,Q1,192,美国,月刊
J Hydrodyn,Journal of Hydrodynamics,Q2,121,中国,双月刊
Expert Syst,Expert Systems,Q2/Q3,89,英国,双月刊
Clev Clin J Med,Cleveland Clinic Journal of Medicine,Q3,56,美国,月刊
B Mar Sci,Bulletin of Marine Science,Q3,45,美国,双月刊
CTS-Clin Transl Sci,CTS-Clinical and Translational Science,Q2,60,美国,双月刊
J Roy Soc Med,Journal of the Royal Society of Medicine,Q1,16,英国,月刊
P I Civil Eng-Transp,Proceedings of the Institution of Civil Engineers-Transport,Q4,31,英国,季刊
Gradevinar,Gradevinar,Q4,62,克罗地亚,月刊
IEEE J Photovolt,IEEE Journal of Photovoltaics,Q2/Q3,248,美国,
Semin Cancer Biol,Seminars in Cancer Biology,Q1,95,英国,双月刊
Biol Bull-US,Biological Bulletin,Q2/Q3,40,美国,双月刊
Prog Surf Sci,Progress in Surface Science,Q1,5,美国,月刊
Int Nurs Rev,International Nursing Review,Q1,70,瑞士,季刊
J Clin Immunol,Journal of Clinical Immunology,Q1,59,美国,双月刊
Kidney Blood Press R,Kidney & Blood Pressure Research,Q3,127,瑞士,双月刊
Oncol Res Treat,Oncology Research and Treatment,Q4,73,德国,
Worldv Evid-Based Nu,Worldviews on Evidence-Based Nursing,Q1,46,英国,季刊
Rehabilitation,Rehabilitation,Q4,39,德国,双月刊
Am J Otolaryng,American Journal of Otolaryngology,Q3,183,美国,双月刊
Technol Pedagog Educ,Technology Pedagogy and Education,Q3,30,,
B Peabody Mus Nat Hi,Bulletin of the Peabody Museum of Natural History,Q2/Q3,9,美国,半年刊
Int J Herit Stud,International Journal of Heritage Studies,Q2,79,,
Gps Solut,Gps Solutions,Q2,130,美国,季刊
Acta Neuropathol Com,Acta Neuropathologica Communications,Q1,199,,
J I Econ,Journal of Institutional Economics,Q2,54,,
Circ-Cardiovasc Inte,Circulation-Cardiovascular Interventions,Q1,108,美国,双月刊
Labour Econ,Labour Economics,Q3,80,,
Int J Plant Sci,International Journal of Plant Sciences,Q3,73,美国,月刊
J Press Vess-T Asme,Journal of Pressure Vessel Technology-Transactions of the Asme,Q4,92,美国,季刊
npj Biofilms Microbi,npj Biofilms and Microbiomes,Q1,35,,
J Oper Risk,Journal of Operational Risk,Q4,12,,
Curr Prob Cardiology,Current Problems in Cardiology,Q2,13,美国,月刊
Pharmaceuticals-Base,Pharmaceuticals,Q1,176,,
Fam Relatsh Soc,Families Relationships and Societies,Q4,35,,
Antioxidants-Basel,Antioxidants,Q1,632,,
Swarm Evol Comput,Swarm and Evolutionary Computation,Q1,209,荷兰,
J Ind Ecol,Journal of Industrial Ecology,Q1,103,美国,季刊
Cytotechnology,Cytotechnology,Q4,94,荷兰,月刊
Monatsh Math,Monatshefte Fur Mathematik,Q2,120,奥地利,双月刊
J Intell Manuf,Journal of Intelligent Manufacturing,Q1,187,荷兰,双月刊
E Asian Sci Tech Soc,East Asian Science Technology and Society-An International Journal,Q2,21,,
Open Life Sci,Open Life Sciences,Q4,72,波兰,
Haseltonia,Haseltonia,Q4,6,美国,年刊
Psycho-Oncologie,Psycho-Oncologie,Q4,32,法国,季刊
Semin Hematol,Seminars in Hematology,Q1,37,美国,季刊
Rev Geogr Alp,Revue de Geographie Alpine-Journal of Alpine Research,Q4,17,,
Weather Clim Soc,Weather Climate and Society,Q3,57,美国,
P Edinburgh Math Soc,Proceedings of the Edinburgh Mathematical Society,Q4,68,英国,三年刊
Clin Chem,Clinical Chemistry,Q1,119,美国,月刊
Curr Zool,Current Zoology,Q1,75,,双月刊
Prog Optics,Progress in Optics,Q1,4,荷兰,年刊
Bio-Med Mater Eng,Bio-Medical Materials and Engineering,Q4,40,荷兰,季刊
Chemosphere,Chemosphere,Q1,2371,英国,周刊
Decision Sci,Decision Sciences,Q3,33,,
Psychoanal Dialogues,Psychoanalytic Dialogues,Q3,56,,
J Aust Ceram Soc,Journal of the Australian Ceramic Society,Q2,129,,
Obes Res Clin Pract,Obesity Research & Clinical Practice,Q3/Q4,64,英国,季刊
Struct Concrete,Structural Concrete,Q2,138,德国,
Drug Aging,Drugs & Aging,Q2,104,新西兰,月刊
Psyche-Z Psychoanal,Psyche-Zeitschrift Fur Psychoanalyse Und Ihre Anwendungen,Q4,36,,
Leadership Org Dev J,Leadership & Organization Development Journal,Q3,58,,
