Journal,IF(2021)
Therapeutic Advances in Drug Safety,3.216
Journal of Cardiovascular Translational Research,3.216
Saudi Journal of Gastroenterology,3.214
PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,3.213
Frontiers in Integrative Neuroscience,3.213
POLYMER INTERNATIONAL,3.213
SEMINARS IN NEUROLOGY,3.212
JOURNAL OF CONFLICT RESOLUTION,3.211
AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,3.21
ChemPlusChem,3.21
Regenerative Medicine,3.21
LIBRARY & INFORMATION SCIENCE RESEARCH,3.209
JOURNAL OF SOIL AND WATER CONSERVATION,3.209
JOURNAL OF CHEMICAL EDUCATION,3.208
Integrative Organismal Biology,3.207
JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,3.207
Applied Biological Chemistry,3.206
IEEE TRANSACTIONS ON NANOBIOSCIENCE,3.206
International Journal of Green Energy,3.206
INTERNATIONAL JOURNAL OF DERMATOLOGY,3.204
NUTRITION IN CLINICAL PRACTICE,3.204
JOURNAL OF HIGHER EDUCATION,3.204
FITOTERAPIA,3.204
JOURNAL OF THE ATMOSPHERIC SCIENCES,3.203
DRUGS IN R&D,3.203
Regulation & Governance,3.203
Psychiatry Investigation,3.202
IEEE SIGNAL PROCESSING LETTERS,3.201
Geomechanics and Engineering,3.201
MEDICINA CLINICA,3.2
SOFTWARE-PRACTICE & EXPERIENCE,3.2
Police Quarterly,3.2
JOURNAL OF FOOD QUALITY,3.2
Education for Chemical Engineers,3.2
Journal of Consumer Behaviour,3.199
SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,3.199
MELANOMA RESEARCH,3.199
PHYSICAL REVIEW C,3.199
CLINICAL PSYCHOLOGY & PSYCHOTHERAPY,3.198
Journal of Gastric Cancer,3.197
NEUROSCIENCE LETTERS,3.197
Journal of Attention Disorders,3.196
Archives of Cardiovascular Diseases,3.196
Diagnostic Pathology,3.196
JOURNAL OF MEDICAL MICROBIOLOGY,3.196
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,3.196
NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,3.195
Journalism,3.194
International Journal of Gastronomy and Food Science,3.194
Journal of Natural Medicines,3.192
BSGF-Earth Sciences Bulletin,3.192
JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY,3.192
REJUVENATION RESEARCH,3.192
International Journal of Concrete Structures and Materials,3.192
ANALYTICAL BIOCHEMISTRY,3.191
JOURNAL OF COMPOSITE MATERIALS,3.191
Journal of Geriatric Physical Therapy,3.19
JOURNAL OF THERMAL BIOLOGY,3.189
MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,3.189
Clinics and Research in Hepatology and Gastroenterology,3.189
BMC NURSING,3.189
Journal of Industrial Relations,3.189
Journal of Geriatric Cardiology,3.189
ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,3.188
Minerva Gastroenterology,3.186
PROTOPLASMA,3.186
FORESTRY,3.186
ZOOLOGICA SCRIPTA,3.185
JOURNAL OF BIOSCIENCE AND BIOENGINEERING,3.185
Communication & Sport,3.183
Leadership,3.183
IEEE TRANSACTIONS ON COMPUTERS,3.183
INFORMATION SYSTEMS,3.18
JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION,3.179
IEEE ANTENNAS AND PROPAGATION MAGAZINE,3.179
MEDICAL CARE,3.178
Integrative Biology,3.177
Journal of Intelligence,3.176
JOURNAL OF VETERINARY INTERNAL MEDICINE,3.175
JOURNAL OF CLINICAL GASTROENTEROLOGY,3.174
CHINA JOURNAL,3.174
JOURNAL OF PHYCOLOGY,3.173
Advances in Marine Biology,3.172
Parkinsons Disease,3.17
Fishes,3.17
China Communications,3.17
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,3.169
European Journal of Remote Sensing,3.168
ANNALS OF MICROBIOLOGY,3.168
Ecology and Evolution,3.167
Cross Cultural & Strategic Management,3.167
Maritime Policy & Management,3.167
Ecohydrology,3.166
Toxin Reviews,3.166
International Journal of Bilingual Education and Bilingualism,3.165
KOREAN JOURNAL OF INTERNAL MEDICINE,3.165
Politics & Gender,3.165
BEHAVIORAL DISORDERS,3.164
Assessing Writing,3.164
LIMNOLOGY AND OCEANOGRAPHY-METHODS,3.162
JOURNAL OF INTERNATIONAL ECONOMIC LAW,3.16
Healthcare,3.16
NATURAL HAZARDS,3.158
Zoological Letters,3.157
VETERINARY PATHOLOGY,3.157
Clinical Neuroradiology,3.156
JOURNAL OF MOLECULAR HISTOLOGY,3.156
Animal Biotelemetry,3.155
Endangered Species Research,3.155
REAL ESTATE ECONOMICS,3.154
Energy & Environment,3.154
Brain Tumor Pathology,3.154
PALEOBIOLOGY,3.153
NEUROPEPTIDES,3.152
CORNEA,3.152
IMMUNOBIOLOGY,3.152
IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA,3.152
Eye & Contact Lens-Science and Clinical Practice,3.152
JOURNAL OF SYSTEMATIC PALAEONTOLOGY,3.152
JOURNAL OF POLYMER SCIENCE PART B-POLYMER PHYSICS,3.151
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,3.151
Electronic Materials Letters,3.151
HYDROGEOLOGY JOURNAL,3.151
JOURNAL OF PLANT BIOLOGY,3.15
Respiratory Medicine and Research,3.149
HEART & LUNG,3.149
Journal of Hepato-Biliary-Pancreatic Sciences,3.149
INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,3.149
Aquaculture Environment Interactions,3.149
Inorganics,3.149
DEVELOPMENTAL BIOLOGY,3.148
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,3.148
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,3.147
KOREAN JOURNAL OF CHEMICAL ENGINEERING,3.146
TRANSGENIC RESEARCH,3.145
NEURAL PLASTICITY,3.144
Journal of Applied Oral Science,3.144
Clinical and Experimental Optometry,3.143
Teachers and Teaching,3.143
Frontiers of Hormone Research,3.143
Journal of Integrative Environmental Sciences,3.143
INTERNATIONAL JOURNAL OF PLANT SCIENCES,3.142
PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,3.141
EUROPEAN JOURNAL OF FOREST RESEARCH,3.14
BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA,3.14
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,3.14
Swiss Journal of Geosciences,3.14
Insects,3.139
AMERICAN ANTHROPOLOGIST,3.139
International Journal of Transgender Health,3.138
AoB Plants,3.138
Archives of Iranian Medicine,3.138
Systematic Reviews,3.136
North American Journal of Economics and Finance,3.136
Environmental Policy and Governance,3.136
American Health and Drug Benefits,3.135
POLYMER JOURNAL,3.135
Food Science of Animal Resources,3.135
JOURNAL OF OCCUPATIONAL REHABILITATION,3.134
Energy Efficiency,3.134
RESEARCH ON CHEMICAL INTERMEDIATES,3.134
AMERICAN JOURNAL OF CARDIOLOGY,3.133
HEALTH,3.132
International Health,3.131
EUROPEAN PHYSICAL JOURNAL A,3.131
EUROPEAN JOURNAL OF ORTHODONTICS,3.131
Therapeutic Advances in Urology,3.13
MAGNETIC RESONANCE IMAGING,3.13
Oral and Maxillofacial Surgery Clinics of North America,3.13
AMERICAN ANTIQUITY,3.129
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,3.129
Cell Journal,3.128
INVENTIONES MATHEMATICAE,3.128
Journal of Contemporary China,3.126
AMERICAN JOURNAL OF SURGERY,3.125
JOURNAL OF ENGINEERING MECHANICS,3.125
Advances in Parasitology,3.125
THEORY INTO PRACTICE,3.124
JOURNAL OF CLINICAL LABORATORY ANALYSIS,3.124
European Political Science Review,3.123
Mediterranean Journal of Hematology and Infectious Diseases,3.122
AUSTRALIAN FORESTRY,3.122
Clinical Genitourinary Cancer,3.121
ADMINISTRATION & SOCIETY,3.121
Computational Intelligence and Neuroscience,3.12
Physica Medica-European Journal of Medical Physics,3.119
JOURNAL OF CHEMICAL AND ENGINEERING DATA,3.119
Environmental Earth Sciences,3.119
CALIFORNIA LAW REVIEW,3.118
CURRENT PROTEIN & PEPTIDE SCIENCE,3.118
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,3.118
JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY,3.118
THERAPEUTIC DRUG MONITORING,3.118
INORGANICA CHIMICA ACTA,3.118
ANNALES D ENDOCRINOLOGIE,3.117
PUBLIC HEALTH REPORTS,3.117
Educational Psychology,3.117
JOURNAL OF HEAD TRAUMA REHABILITATION,3.117
Mathematical Modelling of Natural Phenomena,3.117
Carbon Letters,3.117
JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,3.117
Cartilage,3.117
Asian Journal of Organic Chemistry,3.116
Computational Particle Mechanics,3.116
Frontiers in Bioscience-Landmark,3.115
Chronic Respiratory Disease,3.115
Journal of Visceral Surgery,3.115
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,3.114
BMC Palliative Care,3.113
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,3.112
BEHAVIOURAL NEUROLOGY,3.112
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,3.111
SOUTH AFRICAN JOURNAL OF BOTANY,3.111
Oncology Letters,3.111
BIOLOGICAL PSYCHOLOGY,3.111
MycoKeys,3.111
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,3.11
Atmosphere,3.11
Cardiology in Review,3.109
Current Oncology,3.109
SYMBIOSIS,3.109
NEUROBIOLOGY OF LEARNING AND MEMORY,3.109
IEEE Transactions on Haptics,3.105
Semantic Web,3.105
BMC Pregnancy and Childbirth,3.105
Science and Technology Studies,3.105
IEEE SECURITY & PRIVACY,3.105
CEREBROVASCULAR DISEASES,3.104
PAEDIATRIC AND PERINATAL EPIDEMIOLOGY,3.103
JOURNAL OF ORTHOPAEDIC RESEARCH,3.102
Developmental Neurobiology,3.102
CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,3.102
Korean Circulation Journal,3.101
DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,3.101
Chinese Geographical Science,3.101
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,3.1
ISPRS International Journal of Geo-Information,3.099
PSYCHOSOMATICS,3.099
International Wound Journal,3.099
JOURNAL OF SEX & MARITAL THERAPY,3.099
AMERICAN JOURNAL OF THERAPEUTICS,3.098
Collabra-Psychology,3.098
SOILS AND FOUNDATIONS,3.098
JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,3.097
JOURNAL OF CHEMICAL NEUROANATOMY,3.097
HEALTH CARE MANAGEMENT REVIEW,3.097
CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,3.097
Psychological Services,3.097
INTERNATIONAL MICROBIOLOGY,3.097
IEEE Power & Energy Magazine,3.096
Forensic Chemistry,3.096
KIDNEY & BLOOD PRESSURE RESEARCH,3.096
Qualitative Research,3.096
JOURNAL OF FINANCIAL MARKETS,3.095
APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,3.094
HIV MEDICINE,3.094
CONSERVATION GENETICS,3.092
HOLOCENE,3.092
COGNITIVE THERAPY AND RESEARCH,3.091
Microfluidics and Nanofluidics,3.09
JOURNAL OF ENDOVASCULAR THERAPY,3.089
EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,3.088
PHYCOLOGIA,3.088
BEHAVIORAL ECOLOGY,3.087
PLASMID,3.085
MULTIVARIATE BEHAVIORAL RESEARCH,3.085
ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part A-Civil Engineering,3.084
NEFROLOGIA,3.084
Integrated Environmental Assessment and Management,3.084
Informatics for Health & Social Care,3.082
PHYSICA SCRIPTA,3.081
BIRTH-ISSUES IN PERINATAL CARE,3.081
Economic Research-Ekonomska Istrazivanja,3.08
AMERICAN JOURNAL OF HYPERTENSION,3.08
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,3.079
AMERICAN JOURNAL OF PERINATOLOGY,3.079
Pain Practice,3.079
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,3.079
Clinical Breast Cancer,3.078
COMPUTERS & FLUIDS,3.077
Educacion XX1,3.077
ELECTROANALYSIS,3.077
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,3.077
Health and Quality of Life Outcomes,3.077
MOBILE NETWORKS & APPLICATIONS,3.077
INTEGRATIVE CANCER THERAPIES,3.077
AUDITING-A JOURNAL OF PRACTICE & THEORY,3.076
E-POLYMERS,3.074
Health Security,3.074
Optical Materials Express,3.074
DISPLAYS,3.074
JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY,3.073
BIOLOGICAL CYBERNETICS,3.072
Econometrics Journal,3.071
International Journal of Low-Carbon Technologies,3.071
DENDROCHRONOLOGIA,3.071
Prostate International,3.07
JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME,3.07
Lithosphere,3.069
Journal of Sustainable Metallurgy,3.068
ACTA HAEMATOLOGICA,3.068
Advances in Computers,3.067
INDOOR AND BUILT ENVIRONMENT,3.067
AMERICAN MINERALOGIST,3.066
Transplantation Reviews,3.066
REVISTA CLINICA ESPANOLA,3.064
EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY,3.064
Photonics and Nanostructures-Fundamentals and Applications,3.064
Applied Linguistics Review,3.063
DEVELOPMENT GROWTH & DIFFERENTIATION,3.063
Competition & Change,3.062
IEEE MICROWAVE MAGAZINE,3.062
JOURNAL OF POLYMER RESEARCH,3.061
PeerJ,3.061
MATHEMATICAL PROGRAMMING,3.06
JOURNAL OF HYDROINFORMATICS,3.058
Education and Training,3.058
JOURNAL OF ADVANCED NURSING,3.057
Accountability in Research-Policies and Quality Assurance,3.057
JOURNAL OF APPLIED POLYMER SCIENCE,3.057
SOIL & SEDIMENT CONTAMINATION,3.057
SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,3.057
ASIAN JOURNAL OF ANDROLOGY,3.054
NEUROPSYCHOLOGIA,3.054
Knowledge Management Research & Practice,3.054
NEWSLETTERS ON STRATIGRAPHY,3.053
CRITICAL ASIAN STUDIES,3.053
WOMENS HEALTH ISSUES,3.053
YONSEI MEDICAL JOURNAL,3.052
CONTRACEPTION,3.051
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,3.051
Journal of Foot and Ankle Research,3.05
Journal of Water Reuse and Desalination,3.05
International Braz J Urol,3.05
Translational Vision Science & Technology,3.048
INTERNATIONAL GEOLOGY REVIEW,3.047
AGGRESSIVE BEHAVIOR,3.047
JOURNAL OF POLYMER SCIENCE,3.046
NUCLEAR PHYSICS B,3.045
Arctic Science,3.045
Journal of Business-to-Business Marketing,3.045
IMMUNOLOGICAL INVESTIGATIONS,3.044
CONDOR,3.043
Media and Communication,3.043
Seminars in Pediatric Neurology,3.042
Asian Pacific Journal of Tropical Medicine,3.041
SYSTEM DYNAMICS REVIEW,3.04
PUBLIC MONEY & MANAGEMENT,3.04
Current Alzheimer Research,3.04
Journal of Esthetic and Restorative Dentistry,3.04
SIAM JOURNAL ON NUMERICAL ANALYSIS,3.039
ANIMAL BEHAVIOUR,3.039
International Neurourology Journal,3.038
Recent Patents on Anti-Cancer Drug Discovery,3.038
Nuclear Materials and Energy,3.037
ANNALS OF PHYSICS,3.036
CROP PROTECTION,3.036
EXTREMOPHILES,3.035
TOXICON,3.035
IET Renewable Power Generation,3.034
Journal of Developmental Origins of Health and Disease,3.034
ARCHIVES OF DERMATOLOGICAL RESEARCH,3.033
JOURNAL OF GREAT LAKES RESEARCH,3.032
Estuaries and Coasts,3.032
SECURITY STUDIES,3.032
OPHTHALMIC RESEARCH,3.031
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,3.031
JOURNAL OF ADVERTISING RESEARCH,3.031
Diversity-Basel,3.029
BIOMETRIKA,3.028
JOURNAL OF COMPARATIVE NEUROLOGY,3.028
JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS,3.027
SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,3.027
AMERICAN JOURNAL OF EDUCATION,3.027
Journal of Asthma and Allergy,3.027
GEORGETOWN LAW JOURNAL,3.026
Journal of Empirical Finance,3.025
CANADIAN FAMILY PHYSICIAN,3.025
Territory Politics Governance,3.025
NEUROMODULATION,3.025
CLIMACTERIC,3.024
ATTACHMENT & HUMAN DEVELOPMENT,3.024
PHYTOCHEMICAL ANALYSIS,3.024
SOCIETY & NATURAL RESOURCES,3.024
Acta Metallurgica Sinica-English Letters,3.024
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,3.023
Journal of Plastic Reconstructive and Aesthetic Surgery,3.022
International Journal of Mining Reclamation and Environment,3.022
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,3.021
INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT,3.021
Parasite,3.02
Weather Climate and Society,3.019
CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA,3.019
Toxicological Research,3.019
Multinational Business Review,3.018
NEUROGENETICS,3.017
AFRICAN AFFAIRS,3.017
JOURNAL OF WOMENS HEALTH,3.017
Applied Physiology Nutrition and Metabolism,3.016
MEDITERRANEAN MARINE SCIENCE,3.016
OBSTETRICAL & GYNECOLOGICAL SURVEY,3.015
Future Virology,3.015
PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,3.015
AMERICAN JOURNAL OF PRIMATOLOGY,3.014
ATOMIC SPECTROSCOPY,3.014
FISH PHYSIOLOGY AND BIOCHEMISTRY,3.014
SKIN PHARMACOLOGY AND PHYSIOLOGY,3.014
INTERNATIONAL JOURNAL OF URBAN SCIENCES,3.012
ANNALEN DER PHYSIK,3.012
International Journal of Stem Cells,3.011
INHALATION TOXICOLOGY,3.011
GRANULAR MATTER,3.01
JOURNAL OF MARINE SYSTEMS,3.01
Advances in Rheumatology,3.01
GLYCOCONJUGATE JOURNAL,3.009
Contrast Media & Molecular Imaging,3.009
Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity,3.008
PLANTA MEDICA,3.007
JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,3.007
ADDICTION RESEARCH & THEORY,3.007
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,3.007
MATHEMATICAL METHODS IN THE APPLIED SCIENCES,3.007
BMJ Open,3.006
Journal of Food Measurement and Characterization,3.006
PEDIATRIC RADIOLOGY,3.005
Journal of Thoracic Disease,3.005
OENO One,3
International Journal of Architectural Heritage,3
ACTA CYTOLOGICA,3
IEEE SOFTWARE,3
Inland Waters,3
Kidney Diseases,3
Implant Dentistry,3
Rivista di Psichiatria,3
East European Politics,3
JOURNAL OF PLANT RESEARCH,3
JOURNAL OF EDUCATION POLICY,3
European Management Review,3
Asian Economic Policy Review,3
European Urology Open Science,3
JOURNAL OF ADOLESCENT RESEARCH,3
JOURNAL OF ECONOMIC PSYCHOLOGY,3
Journal of Physical Activity & Health,3
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,3
RESEARCH IN DEVELOPMENTAL DISABILITIES,3
Bioscience of Microbiota Food and Health,3
Policing-A Journal of Policy and Practice,3
Advances In Atomic Molecular and Optical Physics,3
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,3
Tomography,3
STRUCTURAL ENGINEERING AND MECHANICS,2.998
COMPUTATIONAL & APPLIED MATHEMATICS,2.998
INFRARED PHYSICS & TECHNOLOGY,2.997
INTERNATIONAL JOURNAL OF SPORTS MEDICINE,2.997
JOURNAL OF EARTHQUAKE ENGINEERING,2.997
LEUKEMIA & LYMPHOMA,2.996
VOX SANGUINIS,2.996
MACROMOLECULAR CHEMISTRY AND PHYSICS,2.996
KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,2.996
Global Health Action,2.996
JOURNAL OF CLINICAL PSYCHOLOGY,2.995
NEURORADIOLOGY,2.995
Journal of Bionic Engineering,2.995
JOURNAL OF HUMAN NUTRITION AND DIETETICS,2.995
SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,2.994
ULTRAMICROSCOPY,2.994
APPLIED NUMERICAL MATHEMATICS,2.994
Academic Pediatrics,2.993
Atmospheric Science Letters,2.992
EPILEPSY RESEARCH,2.991
Jornal de Pediatria,2.99
AMERICAN JOURNAL OF INTERNATIONAL LAW,2.989
Neuropsychiatric Disease and Treatment,2.989
CELL BIOCHEMISTRY AND BIOPHYSICS,2.989
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,2.988
PHYSICA B-CONDENSED MATTER,2.988
IAWA JOURNAL,2.987
JOURNAL OF NEUROSCIENCE METHODS,2.987
INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,2.986
JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,2.986
Bioinspiration & Biomimetics,2.985
JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,2.985
WATER AIR AND SOIL POLLUTION,2.984
International Journal of Implant Dentistry,2.984
APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,2.983
Journal of Hydrodynamics,2.983
MACHINE VISION AND APPLICATIONS,2.983
Indian Journal of Psychiatry,2.983
DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,2.983
MOLECULAR GENETICS AND GENOMICS,2.98
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,2.98
IEEE TRANSACTIONS ON INFORMATION THEORY,2.978
RACE & CLASS,2.977
JOURNAL OF HEALTH POLITICS POLICY AND LAW,2.977
CURRENT ISSUES IN MOLECULAR BIOLOGY,2.976
ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER,2.976
FOREIGN LANGUAGE ANNALS,2.976
JOURNAL OF BONE AND MINERAL METABOLISM,2.976
RESTORATIVE NEUROLOGY AND NEUROSCIENCE,2.976
CARBOHYDRATE RESEARCH,2.975
POLYHEDRON,2.975
Journal of Cardiology,2.974
APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,2.974
JOURNAL OF NEUROPHYSIOLOGY,2.974
Advances in Calculus of Variations,2.973
TUBERCULOSIS,2.973
International Journal of Polymer Science,2.973
Clinica y Salud,2.972
HUMAN PERFORMANCE,2.972
PHYSICAL REVIEW A,2.971
MEDICAL CARE RESEARCH AND REVIEW,2.971
LARYNGOSCOPE,2.97
INDIAN JOURNAL OF OPHTHALMOLOGY,2.969
Ecological Complexity,2.969
SYNTHESIS-STUTTGART,2.969
SIAM JOURNAL ON SCIENTIFIC COMPUTING,2.968
EDUCATIONAL RESEARCH,2.968
JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY,2.968
IEEE TRANSACTIONS ON NANOTECHNOLOGY,2.967
JOURNAL OF HEALTH POPULATION AND NUTRITION,2.966
Journal of Refugee Studies,2.966
BEHAVIOR GENETICS,2.965
INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2.964
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,2.964
RESEARCH IN ENGINEERING DESIGN,2.964
CATALYSIS SURVEYS FROM ASIA,2.964
BIOMEDICAL RESEARCH-TOKYO,2.964
Frontiers in Energy,2.964
Chinese Journal of Mechanical Engineering,2.964
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2.963
Pharmacology Research & Perspectives,2.963
JOURNAL OF CLINICAL DENSITOMETRY,2.963
CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY,2.963
MICROBIOLOGY AND IMMUNOLOGY,2.962
Yale Journal on Regulation,2.962
SOLAR PHYSICS,2.961
IONICS,2.961
PHYSICAL BIOLOGY,2.959
MYCOLOGIA,2.958
Systems Biology in Reproductive Medicine,2.958
SOCIOLOGY OF HEALTH & ILLNESS,2.957
AUTOIMMUNITY,2.957
International Journal of Structural Stability and Dynamics,2.957
ORYX,2.957
JOURNAL OF ENVIRONMENTAL EDUCATION,2.957
ECOHYDROLOGY & HYDROBIOLOGY,2.957
AMERICAN JOURNAL OF HEALTH PROMOTION,2.956
JOURNAL OF MEDICAL ECONOMICS,2.956
MICROBIOLOGY-SGM,2.956
Forum of Mathematics Pi,2.955
ACTA ASTRONAUTICA,2.954
MUTAGENESIS,2.954
Zoonoses and Public Health,2.954
UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,2.954
PROBABILISTIC ENGINEERING MECHANICS,2.954
AQUACULTURE INTERNATIONAL,2.953
NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,2.952
Journal of Latinx Psychology,2.952
Innate Immunity,2.951
International Public Management Journal,2.951
International Journal of Managing Projects in Business,2.951
Fuel Cells,2.948
COMPUTATIONAL GEOSCIENCES,2.948
Medicina-Lithuania,2.948
AMERICAN JOURNAL OF HUMAN BIOLOGY,2.947
JOURNAL OF PALLIATIVE MEDICINE,2.947
NUCLEAR MEDICINE AND BIOLOGY,2.947
EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,2.946
Thoracic Surgery Clinics,2.946
VADOSE ZONE JOURNAL,2.945
School Psychology,2.945
Journal of Contemporary Accounting & Economics,2.944
Chinese Physics C,2.944
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2.944
JOURNAL OF PHYSICAL CHEMISTRY A,2.944
CHILD CARE HEALTH AND DEVELOPMENT,2.943
Review of Economics of the Household,2.943
PHYSICS-USPEKHI,2.943
Journal of Space Weather and Space Climate,2.942
JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,2.942
JOURNAL OF MOLECULAR GRAPHICS & MODELLING,2.942
MARINE BIOLOGY,2.941
Silicon,2.941
Symmetry-Basel,2.94
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,2.94
IEEE ELECTRICAL INSULATION MAGAZINE,2.939
INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,2.938
CURRENT DRUG TARGETS,2.937
OPERATIVE DENTISTRY,2.937
Eating Behaviors,2.936
Population Health Metrics,2.936
THEORETICAL CRIMINOLOGY,2.936
CATALYSIS LETTERS,2.936
ECOTOXICOLOGY,2.935
SOCIAL INDICATORS RESEARCH,2.935
MRS Communications,2.935
German Journal of Human Resource Management-Zeitschrift fur Personalforschung,2.935
Health Informatics Journal,2.934
Electrocatalysis,2.933
SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,2.932
Journal of Anesthesia,2.931
Advances in Inorganic Chemistry,2.93
Canadian Journal of Emergency Medicine,2.929
NEUROPSYCHOLOGICAL REHABILITATION,2.928
ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY,2.928
GROUP DECISION AND NEGOTIATION,2.928
NEW IDEAS IN PSYCHOLOGY,2.927
Journal of Industrial Textiles,2.926
BMJ Paediatrics Open,2.926
Turkish Journal Of Medical Sciences,2.925
